source,target,prediction
Eric Bach,Kagan Tumer,N
Bin Wu,Kagan Tumer,N
Nancy Kopell,Kagan Tumer,N
Raymond W. Yeung,Rumen N. Daskalov,N
Rui Vilela Mendes,Rumen N. Daskalov,N
Dae-Jin Kim,Rumen N. Daskalov,N
Hans Ulrich Buhl,Rumen N. Daskalov,N
Gang Yu,Rumen N. Daskalov,N
Larry L. Schumaker,Rumen N. Daskalov,N
Stephen K. Wismath,Rumen N. Daskalov,N
Victor K. Wei,Fang-Wei Fu,P
Wende Chen,Fang-Wei Fu,P
Shankar Sastry,Fang-Wei Fu,N
Eugene P. Ryan,Fang-Wei Fu,N
Chaoping Xing,Fang-Wei Fu,P
Victor K. Wei,George D. Stamoulis,P
Marco Pistore,George D. Stamoulis,P
James R. Goodman,George D. Stamoulis,P
Keye Martin,George D. Stamoulis,N
Victor K. Wei,Raymond W. Yeung,P
Vilém Novák,Raymond W. Yeung,N
Daniel Simon,Raymond W. Yeung,P
Vasilios A. Siris,Raymond W. Yeung,N
Victor K. Wei,Torleiv Kløve,P
Kenneth A. Ross,Torleiv Kløve,P
Mordecai J. Golin,Torleiv Kløve,P
Ming-Tat Ko,Torleiv Kløve,P
Charles J. Colbourn,Torleiv Kløve,P
Shi-Chun Tsai,Torleiv Kløve,N
Alan C. H. Ling,Torleiv Kløve,P
Wende Chen,Harald Hempel,N
Moon-Chuen Lee,Harald Hempel,N
Mari Ostendorf,Harald Hempel,P
Lie-Liang Yang,Harald Hempel,N
Wende Chen,Ming-Syan Chen,N
Michael Mascagni,Ming-Syan Chen,N
Micah Adler,Ming-Syan Chen,P
Peter Kemper,Ming-Syan Chen,N
Colin J. Fidge,Ming-Syan Chen,P
Wende Chen,Mohammed Javeed Zaki,N
Hunter G. Hoffman,Mohammed Javeed Zaki,N
Paul Bao,Mohammed Javeed Zaki,N
Jason Tsong-Li Wang,Mohammed Javeed Zaki,P
Christel Baier,Mohammed Javeed Zaki,N
Jerzy A. Filar,Mohammed Javeed Zaki,N
Alexander Birman,Mohammed Javeed Zaki,P
Rina Dechter,Mohammed Javeed Zaki,P
Wende Chen,Wing-Kin Sung,N
Jesper Jansson,Wing-Kin Sung,P
Robert Bruce Findler,Wing-Kin Sung,N
Shing-Tsaan Huang,Wing-Kin Sung,N
Felix W. Wehrli,Christian Huitema,N
Jonathan D. Rosenberg,Christian Huitema,P
Zoltán Fülöp 0001,Christian Huitema,N
José García,Christian Huitema,N
George N. Rouskas,Christian Huitema,P
Felix W. Wehrli,Jar-Ferr Yang,N
Jenq-Neng Hwang,Jar-Ferr Yang,P
Ricardo L. de Queiroz,Jar-Ferr Yang,N
Imre J. Rudas,Jar-Ferr Yang,N
Jhing-Fa Wang,Jar-Ferr Yang,P
Stavros D. Nikolopoulos,Jar-Ferr Yang,N
Felix W. Wehrli,Stefan Edelkamp,N
Stefan Leue,Stefan Edelkamp,N
Farn Wang,Stefan Edelkamp,P
Francisco Barahona,Stefan Edelkamp,N
Kun-Shan Chen,Chin-Chuan Han,N
Philippe Forster,Chin-Chuan Han,N
Gerard J. Chang,Chin-Chuan Han,P
Christino Tamon,Chin-Chuan Han,N
Kun-Shan Chen,Kuo-Chin Fan,P
Kun-Shan Chen,Luca Maria Gambardella,N
Jaswinder Pal Singh,Luca Maria Gambardella,P
Mehdi Dehghan,Luca Maria Gambardella,N
James E. Smith 0003,Luca Maria Gambardella,N
Jean-Claude Hennet,Luca Maria Gambardella,P
Kun-Shan Chen,Luca Zaccarian,N
Terry Caelli,Luca Zaccarian,P
Alberto Bemporad,Luca Zaccarian,P
Dragan Nesic,Luca Zaccarian,P
H. Peter Gumm,Luca Zaccarian,N
Fábio Protti,Luca Zaccarian,N
Kun-Shan Chen,Olivier Hudry,N
Lefteris M. Kirousis,Olivier Hudry,P
Jacques Demongeot,Olivier Hudry,P
Abdel-Illah Mouaddib,Olivier Hudry,N
Kun-Shan Chen,Pak Chung Wong,N
Peter J. Stuckey,Pak Chung Wong,N
Gene Eu Jan,Pak Chung Wong,N
Camil Demetrescu,A. J. van de Goor,N
Lou Caccetta,A. J. van de Goor,N
Otthein Herzog,A. J. van de Goor,N
Camil Demetrescu,Alberto Carini,N
Ladislav Stacho,Alberto Carini,N
Camil Demetrescu,Il-Yeol Song,P
Peter P. Chen,Il-Yeol Song,P
Sang Ho Lee,Il-Yeol Song,P
Stefano Rizzi,Il-Yeol Song,N
Lou Caccetta,Albert Y. Zomaya,P
El-Ghazali Talbi,Albert Y. Zomaya,P
Jing Li,Albert Y. Zomaya,N
Markus Grassl,Albert Y. Zomaya,N
Jan-Ming Ho,Albert Y. Zomaya,P
Luc De Raedt,Albert Y. Zomaya,P
Lou Caccetta,Bruno Simeone,P
Endre Boros,Bruno Simeone,P
Alexander Kogan,Bruno Simeone,P
Stephan Foldes,Bruno Simeone,P
Yves Crama,Bruno Simeone,P
Chung-Ping Chung,Bruno Simeone,P
Lou Caccetta,Chiun-Chieh Hsu,N
Fady Alajaji,Chiun-Chieh Hsu,N
Lou Caccetta,Dexue Zhang,N
Thomas Bonald,Dexue Zhang,N
Adam A. Porter,Dexue Zhang,N
Jacob Benesty,Dexue Zhang,N
Lou Caccetta,Donald E. Brown,N
R. Scott Evans,Donald E. Brown,N
Gregory Karvounarakis,Donald E. Brown,N
Lou Caccetta,Gordon M. Crippen,N
Subhashis Banerjee,Gordon M. Crippen,N
Takanori Shibata,Gordon M. Crippen,N
Gilles Mauris,Gordon M. Crippen,N
Lou Caccetta,John A. Ellis,N
Karim Nour,John A. Ellis,N
Eytan Modiano,John A. Ellis,N
Shih-Chii Liu,John A. Ellis,N
Lou Caccetta,Kok Lay Teo,N
Sven Nordholm,Kok Lay Teo,P
Guoliang Xue,Kok Lay Teo,P
Ka Fai Cedric Yiu,Kok Lay Teo,N
Xiaoqiang Cai,Kok Lay Teo,N
David G. Kirkpatrick,Kok Lay Teo,P
Lou Caccetta,Sampath Kannan,P
Subhamoy Maitra,Sampath Kannan,N
Oleg Sokolsky,Sampath Kannan,P
Wing-Kin Sung,Sampath Kannan,P
Willi A. Kalender,Sampath Kannan,P
Insup Lee,Sampath Kannan,P
Mike Paterson,Sampath Kannan,P
Symeon Papavassiliou,Sampath Kannan,P
Pavel Valtr,Sampath Kannan,P
Leslie Ann Goldberg,Sampath Kannan,P
Kostas Daniilidis,Sampath Kannan,P
Otthein Herzog,Klaus-Dieter Althoff,P
Mary Lacity,Klaus-Dieter Althoff,P
Otthein Herzog,Michael J. Watts,N
Giorgio Matteo Vitetta,Michael J. Watts,N
Otthein Herzog,Peter B. Luh,N
Louise E. Moser,Peter B. Luh,P
Jorma Rissanen,Peter B. Luh,P
Kenneth Y. Goldberg,Peter B. Luh,P
Julia L. Lawall,Peter B. Luh,N
Otthein Herzog,Ubbo Visser,P
Gordon D. Plotkin,A. John Power,P
Hannes Federrath,A. John Power,N
Norbert Fuhr,A. John Power,P
Haili Chui,A. John Power,N
Marcel Waldvogel,A. John Power,P
Gordon D. Plotkin,Ching-Yung Lin,P
Harriet J. Nock,Ching-Yung Lin,P
Andrew Blyth,Ching-Yung Lin,N
Arnon Amir,Ching-Yung Lin,P
Giridharan Iyengar,Ching-Yung Lin,P
Gianni Vernazza,Ching-Yung Lin,P
Joachim Hammer,Ching-Yung Lin,P
Gordon D. Plotkin,John Power,P
W. Eric L. Grimson,John Power,P
Martin Hyland,John Power,P
Neil Ghani,John Power,P
Osamu Katai,John Power,P
Luis L. Bonilla,John Power,N
Gordon D. Plotkin,Yi Wang,P
Chanathip Namprempre,Yi Wang,N
Kuo-Bin Li,Yi Wang,N
Mara Nikolaidou,Yi Wang,N
Holk Cruse,Yi Wang,N
Yuesheng Xu,Yi Wang,N
Hannes Federrath,Carlos Alemán,N
Antonia Bertolino,Carlos Alemán,N
Giacinto Gelli,Carlos Alemán,N
A. Volgenant,Carlos Alemán,N
Hannes Federrath,Vassilis Christophides,P
Nicolas Spyratos,Vassilis Christophides,P
Gregory Karvounarakis,Vassilis Christophides,P
Dimitris Plexousakis,Vassilis Christophides,P
Peter Dankelmann,Vassilis Christophides,N
George Samaras,Vassilis Christophides,P
Rémy Prost,Vassilis Christophides,P
Onésimo Hernández-Lerma,Vassilis Christophides,N
George Loizou,Vassilis Christophides,N
Norbert Fuhr,Dragomir R. Radev,P
James Allan,Dragomir R. Radev,P
Mark Sanderson,Dragomir R. Radev,P
Amit Singhal,Dragomir R. Radev,P
Djoerd Hiemstra,Dragomir R. Radev,P
Philip Resnik,Dragomir R. Radev,P
Ralph M. Weischedel,Dragomir R. Radev,P
Wessel Kraaij,Dragomir R. Radev,P
Walter Murray Wonham,Dragomir R. Radev,N
David J. Harper,Dragomir R. Radev,P
Zbigniew Antoni Banaszak,Dragomir R. Radev,N
Hongyan Jing,Dragomir R. Radev,P
Yong Yu,Dragomir R. Radev,N
Ken Peffers,Dragomir R. Radev,N
Norbert Fuhr,Mark Sanderson,P
James Allan,Mark Sanderson,P
Amit Singhal,Mark Sanderson,P
Djoerd Hiemstra,Mark Sanderson,N
Eduard H. Hovy,Mark Sanderson,P
Philip Resnik,Mark Sanderson,P
Ralph M. Weischedel,Mark Sanderson,P
Wessel Kraaij,Mark Sanderson,N
Daniela Petrelli,Mark Sanderson,N
Richard S. Bird,Mark Sanderson,N
Norbert Fuhr,Mounia Lalmas,P
Norbert Fuhr,Susan T. Dumais,P
James Allan,Susan T. Dumais,P
Mark Sanderson,Susan T. Dumais,P
Amit Singhal,Susan T. Dumais,P
Djoerd Hiemstra,Susan T. Dumais,N
Dragomir R. Radev,Susan T. Dumais,P
Eduard H. Hovy,Susan T. Dumais,P
Philip Resnik,Susan T. Dumais,P
Ralph M. Weischedel,Susan T. Dumais,P
W. Bruce Croft,Susan T. Dumais,P
Wessel Kraaij,Susan T. Dumais,N
Yoonsuck Choe,Susan T. Dumais,N
Eric Horvitz,Susan T. Dumais,P
David J. Harper,Susan T. Dumais,P
Kei-Hoi Cheung,Susan T. Dumais,N
Thorsten Joachims,Susan T. Dumais,P
Stephen E. Robertson,Susan T. Dumais,P
Jian Li,Susan T. Dumais,P
D. Scott Wills,Susan T. Dumais,P
Norbert Fuhr,W. Bruce Croft,P
James Allan,W. Bruce Croft,P
Mark Sanderson,W. Bruce Croft,P
Amit Singhal,W. Bruce Croft,P
Djoerd Hiemstra,W. Bruce Croft,P
Dragomir R. Radev,W. Bruce Croft,P
Eduard H. Hovy,W. Bruce Croft,P
Philip Resnik,W. Bruce Croft,P
Ralph M. Weischedel,W. Bruce Croft,P
Wessel Kraaij,W. Bruce Croft,P
Gerhard Weikum,W. Bruce Croft,P
Hans-Jörg Schek,W. Bruce Croft,P
Hector Garcia-Molina,W. Bruce Croft,P
Michael J. Carey 0001,W. Bruce Croft,P
Michael Lesk,W. Bruce Croft,P
Rakesh Agrawal 0001,W. Bruce Croft,P
Richard T. Snodgrass,W. Bruce Croft,P
Serge Abiteboul,W. Bruce Croft,P
Stefano Ceri,W. Bruce Croft,P
Yannis E. Ioannidis,W. Bruce Croft,P
David J. Harper,W. Bruce Croft,P
Haili Chui,James S. Duncan,P
Haili Chui,Ning Cai 0001,N
Xavier Boyen,Ning Cai 0001,N
Felice Balarin,Ning Cai 0001,N
Marcel Waldvogel,Azucena Garcia-Palacios,N
Ahmed S. Elwakil,Azucena Garcia-Palacios,N
Heiko Ludwig,Azucena Garcia-Palacios,N
Marcel Waldvogel,Daniel Bauer,P
Ilias Iliadis,Daniel Bauer,P
Subhash Suri,Daniel Bauer,P
Marcel Waldvogel,Subhash Suri,P
Laurent Wendling,Subhash Suri,N
Luca Benvenuti,Subhash Suri,P
Divyakant Agrawal,Subhash Suri,P
Milind M. Buddhikot,Subhash Suri,P
Hung-Tat Tsui,Subhash Suri,P
Ilya Shmulevich,Subhash Suri,P
Yunhong Zhou,Subhash Suri,P
George Varghese,Subhash Suri,P
Xin He,Subhash Suri,P
E. Vance Wilson,A. K. Ray,N
Yun-Hui Liu,Andrzej Proskurowski,P
Analía Amandi,Andrzej Proskurowski,P
Yun-Hui Liu,Ning Xi,P
Yasuhisa Hasegawa,Ning Xi,P
Stefan Kurtz,Ning Xi,N
Ranjan Mukherjee,Ning Xi,P
Wei Kang 0001,Ning Xi,P
Toshio Fukuda,Ning Xi,P
Zhenya He,Ning Xi,P
Maria Angeles Vázquez-Castro,Alberto Morello,P
Kemin Zhou,Alberto Morello,N
Maria Angeles Vázquez-Castro,András Kocsor,N
László Tóth,András Kocsor,P
Ding-Xuan Zhou,András Kocsor,N
Maria Angeles Vázquez-Castro,Bahram Parvin,N
Paul M. Sharkey,Bahram Parvin,N
Gary D. Stormo,Bahram Parvin,N
Dmitrii V. Pasechnik,Bahram Parvin,N
Maria Angeles Vázquez-Castro,Mario Gerla,P
Katia Obraczka,Mario Gerla,P
Enrique S. Quintana-Ortí,Mario Gerla,P
Carla-Fabiana Chiasserini,Mario Gerla,P
Touradj Ebrahimi,Mario Gerla,P
Eytan Modiano,Mario Gerla,P
Dirceu Cavendish,Mario Gerla,P
Michele Luglio,Mario Gerla,P
Maria Angeles Vázquez-Castro,Michele Luglio,P
Aniruddha Datta,Michele Luglio,N
Chris F. Kemerer,Michele Luglio,N
Peter M. Will,Michele Luglio,N
Ugo Montanari,Michele Luglio,N
Nick Cercone,Michele Luglio,N
Maria Angeles Vázquez-Castro,Sebastiano Seatzu,N
Michel Deza,Sebastiano Seatzu,N
Stamatis Vassiliadis,Ben H. H. Juurlink,P
Amit Singhal,Ben H. H. Juurlink,P
Ivan Gutman,Ben H. H. Juurlink,P
Chi-Wang Shu,Ben H. H. Juurlink,P
Stamatis Vassiliadis,Kristin R. Eschenfelder,N
Reinhard Pichler,Kristin R. Eschenfelder,N
Stephen M. Robinson,Kristin R. Eschenfelder,N
Stamatis Vassiliadis,Rajesh Gupta 0001,P
Jordi Recasens,Rajesh Gupta 0001,N
Stamatis Vassiliadis,Virpi Kristiina Tuunainen,P
Matti Rossi,Virpi Kristiina Tuunainen,P
Ola Henfridsson,Virpi Kristiina Tuunainen,N
Sirkka L. Jarvenpaa,Virpi Kristiina Tuunainen,P
Jesper Simonsen,Virpi Kristiina Tuunainen,N
Mark H. Overmars,Virpi Kristiina Tuunainen,P
Koji Tochinai,Virpi Kristiina Tuunainen,N
Robert I. Damper,A. L. Narasimha Reddy,N
Robert I. Damper,Avis H. Cohen,N
Hongye Su,Avis H. Cohen,N
Peter A. Flach,Avis H. Cohen,N
Amit P. Sheth,Avis H. Cohen,P
Robert I. Damper,Daming Shi 0001,P
Claudia A. Sagastizábal,Daming Shi 0001,N
Nicu Sebe,Daming Shi 0001,N
John C. Klensin,Daming Shi 0001,N
Steve R. Gunn,Daming Shi 0001,P
Hideo Matsuda,Daming Shi 0001,N
Alessandro De Luca 0001,Daming Shi 0001,N
Robert I. Damper,Pavol Hell,P
Ugo Vaccaro,Pavol Hell,P
Robert I. Damper,Wei Kuang Lai,N
Bart De Moor,Wei Kuang Lai,N
Fred D. Davis,Wei Kuang Lai,N
Chenn-Jung Huang,Wei Kuang Lai,N
Brian M. Sadler,A. Lee Swindlehurst,P
Robert F. H. Fischer,A. Lee Swindlehurst,N
Kotaro Hirasawa,A. Lee Swindlehurst,N
Jean-Michel Morel,A. Lee Swindlehurst,P
Peter Kabal,A. Lee Swindlehurst,P
Asuman Dogac,A. Lee Swindlehurst,P
Judee K. Burgoon,A. Lee Swindlehurst,N
Henry A. Kierstead,A. Lee Swindlehurst,N
Brian M. Sadler,Deepak Kapur,N
Laurent Vigneron,Deepak Kapur,P
Yeong-Ho Ha,Deepak Kapur,N
Shihab A. Shamma,Deepak Kapur,N
Adnan Aziz,Deepak Kapur,P
Brian M. Sadler,Lang Tong,P
James F. Kurose,Lang Tong,P
Alle-Jan van der Veen,Lang Tong,P
Chung-Ping Chung,Lang Tong,P
Mark D. Wiederhold,Lang Tong,N
Brian M. Sadler,Robert F. H. Fischer,N
Stefano Paraboschi,Robert F. H. Fischer,N
Yui-Lam Chan,Robert F. H. Fischer,N
Brian M. Sadler,Sándor Molnár,N
Brian M. Sadler,Theis Rauhe,N
Thomas R. Kurfess,Theis Rauhe,N
Tarek N. Saadawi,Theis Rauhe,N
Ganesh Gopalakrishnan,Theis Rauhe,N
Manfred Hauswirth,Theis Rauhe,N
Robert F. H. Fischer,Robert Schober,P
Yao Ma,Robert Schober,N
David T. Blaauw,Robert Schober,N
Songde Ma,Robert Schober,N
Subbarayan Pasupathy,Robert Schober,N
Kotaro Hirasawa,Giovanni Schembra,N
Giacomo Morabito,Giovanni Schembra,P
Klara Nahrstedt,Giovanni Schembra,P
Shumin Zhai,Giovanni Schembra,N
Walther Janous,Giovanni Schembra,N
Abbas Jamalipour,Giovanni Schembra,N
Jean-Michel Morel,Antônio C. Roque-da-Silva,N
Andrew B. Whinston,Antônio C. Roque-da-Silva,N
Juan C. Cubero,Antônio C. Roque-da-Silva,N
Andrew Lim,Antônio C. Roque-da-Silva,N
Fulvio Babich,Antônio C. Roque-da-Silva,N
Jean-Michel Morel,Deena Larsen,N
Selina S. Dwight,Deena Larsen,N
Emil M. Petriu,Deena Larsen,N
Jean-Michel Morel,Huaiqing Wang,N
Rudy Lauwereins,Huaiqing Wang,P
Peter D. Turney,Huaiqing Wang,N
Tao Li,Huaiqing Wang,N
Kate A. Smith,Huaiqing Wang,N
Sung Je Hong,Huaiqing Wang,N
Zi-Cai Li,Huaiqing Wang,N
Jean-Michel Morel,Magdy S. Abadir,P
Hans van Vliet,Magdy S. Abadir,P
Narayanan Krishnamurthy,Magdy S. Abadir,P
Enrico Nardelli,Magdy S. Abadir,P
Kwang-Ting (Tim) Cheng,Magdy S. Abadir,P
Jean-Michel Morel,Mahbub Hassan,N
Frédéric Vivien,Mahbub Hassan,N
Rajeev Goré,Mahbub Hassan,P
Harsha R. Sirisena,Mahbub Hassan,P
Edoardo Mosca,Mahbub Hassan,N
Hiroshi Yokoi,Mahbub Hassan,N
Koichi Osuka,Mahbub Hassan,N
Peter Kabal,David W. Murray,P
Keith I. Farkas,David W. Murray,P
Asuman Dogac,Arif Ghafoor,P
Ioannis G. Kevrekidis,Arif Ghafoor,N
Zeger Degraeve,Arif Ghafoor,N
Günther Schmidt,Arif Ghafoor,P
Jean-Pierre Barbot,Arif Ghafoor,P
Asuman Dogac,Edlyn Teske,N
Sanjay Jain 0001,Edlyn Teske,P
Maria J. Martín-Bautista,Edlyn Teske,N
Asuman Dogac,Mehmet Altinel,P
János Pach,Mehmet Altinel,P
Michael D. Gordon,Mehmet Altinel,P
Asuman Dogac,Pericles A. Mitkas,N
Paolo Bouquet,Pericles A. Mitkas,N
Edgar Sánchez-Sinencio,Pericles A. Mitkas,N
Robert P. Sheridan,Pericles A. Mitkas,N
Abdelhakim Artiba,Pericles A. Mitkas,N
Gordon A. Manson,Pericles A. Mitkas,N
Jean-Luc Dugelay,Pericles A. Mitkas,N
Asuman Dogac,Reinhard Pichler,P
Asuman Dogac,Steve Whittaker,P
Quentin Jones,Steve Whittaker,N
Yong Rae Kwon,Steve Whittaker,P
Michael Johnston,Steve Whittaker,P
Asuman Dogac,Zakaria Maamar,N
Willem-Jan van den Heuvel,Zakaria Maamar,P
H. John Caulfield,Zakaria Maamar,N
Xiaodong Li,Zakaria Maamar,N
Judee K. Burgoon,Frank A. Biocca,N
John A. Rose,Frank A. Biocca,N
Judee K. Burgoon,Maria Isabel Gonzalez Vasco,N
Jie Wang,Maria Isabel Gonzalez Vasco,P
Toshio Morita,Maria Isabel Gonzalez Vasco,N
Martin Rötteler,Maria Isabel Gonzalez Vasco,N
Rainer Steinwandt,Maria Isabel Gonzalez Vasco,N
Alfred M. Bruckstein,Maria Isabel Gonzalez Vasco,N
Judee K. Burgoon,Mikhail I. Rabinovich,N
Mary Czerwinski,Mikhail I. Rabinovich,N
Sudebkumar Prasant Pal,Mikhail I. Rabinovich,N
Pablo Varona,Mikhail I. Rabinovich,P
Judee K. Burgoon,Srinivasan Raghunathan,P
Daniel Amyot,Srinivasan Raghunathan,N
Yves Métivier,Srinivasan Raghunathan,N
Eneida A. Mendonça,Srinivasan Raghunathan,N
Henry A. Kierstead,André Kündgen,P
Michael O. Albertson,André Kündgen,P
Ljupco Kocarev,André Kündgen,N
Mariko Hagita,André Kündgen,P
John C. Kieffer,André Kündgen,N
Juha Lehikoinen,André Kündgen,N
Deborah A. Boehm-Davis,André Kündgen,N
Ana Cavalcanti,André Kündgen,N
Henry A. Kierstead,Thomas Wagner 0001,N
Nigel Collier,Thomas Wagner 0001,N
Der-Chyuan Lou,A. M. Abd-Alla,N
Der-Chyuan Lou,Brian J. Corbitt,N
Zengqi Sun,Brian J. Corbitt,N
C. L. Liu 0001,Brian J. Corbitt,N
Hyungjun Park,Brian J. Corbitt,N
Der-Chyuan Lou,Igor Dolinka,N
Der-Chyuan Lou,Ioana Rus,N
Paul Wernick,Ioana Rus,P
Michael Mascagni,Ioana Rus,N
Dietmar Pfahl,Ioana Rus,P
David Raffo,Ioana Rus,P
Der-Chyuan Lou,Tsorng-Lin Chia,N
Alberto Morello,Tsorng-Lin Chia,N
T. H. Tse,Tsorng-Lin Chia,N
Der-Chyuan Lou,Ying Liu,N
Kang Zhang,Ying Liu,P
John F. Roddick,Ying Liu,P
Hiroyuki Hase,Ying Liu,N
Yinghua Min,Ying Liu,P
Der-Chyuan Lou,Zen Chen,N
Holger H. Hoos,Zen Chen,P
David D. Woods,Zen Chen,N
Hillol Kargupta,Zen Chen,P
Wolfram Burgard,Zen Chen,P
Dieter W. Fellner,A. M. Day,N
Cüneyt Güzelis,A. M. Day,N
Alessandro De Gloria,A. M. Day,N
Jennifer Seberry,A. M. Day,P
John C. Hart,A. M. Day,N
Dieter W. Fellner,Troy J. Strader,N
Ettore Bolisani,Troy J. Strader,N
Alexander A. Shvartsman,Troy J. Strader,N
James A. Whittaker,Troy J. Strader,N
Arnold W. M. Smeulders,Troy J. Strader,N
Dieter W. Fellner,Wentong Cai,P
Craig Boutilier,Wentong Cai,P
Constantine Katsinis,Wentong Cai,N
Cüneyt Güzelis,Juan Carlos Augusto,N
Paulo Ferreira 0001,Juan Carlos Augusto,N
Cüneyt Güzelis,Kazufumi Ito,N
Philip H. S. Torr,Kazufumi Ito,N
Ina Wagner,Kazufumi Ito,N
Kenneth Zeger,Kazufumi Ito,N
Cüneyt Güzelis,Masaru Tomita,N
Antonio Vicino,Masaru Tomita,P
Kenji Fujimoto,Masaru Tomita,P
John C. Doyle,Masaru Tomita,N
Eric Mjolsness,Masaru Tomita,P
Paul D. Amer,Masaru Tomita,P
Cüneyt Güzelis,Pierre Boulanger,N
Alessandro De Gloria,Jacqueline Le Moigne,N
Mario Marchese,Jacqueline Le Moigne,N
Carla-Fabiana Chiasserini,Jacqueline Le Moigne,N
David M. Nicol,Jacqueline Le Moigne,P
Javier Sánchez-Reyes,Jacqueline Le Moigne,N
Khalil S. Hindi,Jacqueline Le Moigne,N
Alessandro De Gloria,Luigi Paura,N
Alessandro De Gloria,Steven D. Galbraith,N
Kiyoshi Hasegawa,Steven D. Galbraith,N
Minoru Kanehisa,Steven D. Galbraith,N
Gregory H. Wakefield,Steven D. Galbraith,N
Jennifer Seberry,Ciprian Doru Giurcaneanu,N
Paul M. Sharkey,Ciprian Doru Giurcaneanu,N
Ioan Tabus,Ciprian Doru Giurcaneanu,P
Péter Komjáth,Ciprian Doru Giurcaneanu,N
Jennifer Seberry,Endre Pap,N
Graham Cameron,Endre Pap,N
Randeep Bhatia,Endre Pap,N
Charles P. Friedman,Endre Pap,N
Jennifer Seberry,P. R. White,N
Ross D. Murch,P. R. White,N
S. Muthukrishnan,P. R. White,N
A. Robin Forrest,P. R. White,N
Jennifer Seberry,Qing Li,P
David López Vilariño,Qing Li,N
Rynson W. H. Lau,Qing Li,P
Pearl Pu,Qing Li,N
Nanning Zheng,Qing Li,N
Xiaofang Zhou,Qing Li,P
In-Cheol Park,Qing Li,P
Sharon L. Oviatt,Qing Li,P
John C. Hart,Robin Chapman,N
Reiner Martin,Robin Chapman,P
Donald E. Knuth,Robin Chapman,P
Alexander Schrijver,A. M. H. Gerards,P
Geoffrey P. Whittle,A. M. H. Gerards,P
Geoff Whittle,A. M. H. Gerards,P
Samuel Kaski,A. M. H. Gerards,N
Alexander Schrijver,Anthony Savidis,N
Joseph P. Loyall,Anthony Savidis,N
Hadi Kharaghani,Anthony Savidis,N
Constantine Stephanidis,Anthony Savidis,P
Pier Luca Lanzi,Anthony Savidis,N
Wang-Chien Lee,Anthony Savidis,N
Alexander Schrijver,Bojan Mohar,P
Pavol Hell,Bojan Mohar,P
Thomas Lukasiewicz,Bojan Mohar,P
Frédéric Maffray,Bojan Mohar,P
P. Mark Kayll,Bojan Mohar,P
Glenn Rowe,Bojan Mohar,N
Colette Rolland,Bojan Mohar,P
Sally A. McKee,Bojan Mohar,P
Alexander Schrijver,Jane Hunter,N
Shu Hung Leung,Jane Hunter,N
Carl Lagoze,Jane Hunter,P
Geoffrey P. Whittle,Domenico Parisi,N
Mark-Jan Nederhof,Domenico Parisi,N
Sujit Dey,Domenico Parisi,P
Geoffrey P. Whittle,Gad M. Landau,N
Giorgio Satta,Gad M. Landau,P
Maxime Crochemore,Gad M. Landau,P
Geoffrey P. Whittle,Martin L. Demaine,P
Roberto Kawakami Harrop Galvão,Martin L. Demaine,N
Rudolf Fleischer,Martin L. Demaine,P
Saurabh Sethia,Martin L. Demaine,P
Feng Zhao,Martin L. Demaine,P
James K. Cavers,Martin L. Demaine,N
Shimon Edelman,Martin L. Demaine,P
Geoffrey P. Whittle,Petr Hlinený,N
Joel E. Richardson,Petr Hlinený,N
Joel David Hamkins,Petr Hlinený,N
Henry Leung,Petr Hlinený,N
Mario Cannataro 0001,Petr Hlinený,N
Geoffrey P. Whittle,Yao Wang,N
Jaakko Astola,Yao Wang,P
Jeffrey J. P. Tsai,Yao Wang,P
Khalid S. Soliman,Yao Wang,N
Nirwan Ansari,Yao Wang,P
Geoff Whittle,Boualem Benatallah,N
Chung-Ju Chang,Boualem Benatallah,N
Anne H. H. Ngu,Boualem Benatallah,P
Hui Lei,Boualem Benatallah,P
Henry Chang,Boualem Benatallah,P
Marlon Dumas,Boualem Benatallah,N
Fabio Casati,Boualem Benatallah,P
Farouk Toumani,Boualem Benatallah,N
Zakaria Maamar,Boualem Benatallah,P
Arvind Krishnamurthy,Boualem Benatallah,P
Geoff Whittle,Charles Semple,P
Vincent Moulton,Charles Semple,P
Geoff Whittle,Duminda Wijesekera,N
Munindar P. Singh,Duminda Wijesekera,P
Qingfu Zhang 0001,Duminda Wijesekera,N
Hans Kellerer,Duminda Wijesekera,N
Geoff Whittle,James F. Geelen,P
Pak-Chung Ching,James F. Geelen,N
Gelasio Salazar,James F. Geelen,N
Petr Hlinený,James F. Geelen,N
Robert Mifflin,James F. Geelen,N
Geoff Whittle,Jean-François Cordeau,N
Gianpaolo Ghiani,Jean-François Cordeau,P
Geoff Whittle,Peter Chamoni,N
Bert Jüttler,Peter Chamoni,N
Sara Negri,Peter Chamoni,N
Samuel Kaski,Jinsong Wang,N
Ayumi Shinohara,Jinsong Wang,N
Constantinos C. Pantelides,Jinsong Wang,N
Samuel Kaski,Jitender S. Deogun,N
Philip K. McKinley,Jitender S. Deogun,P
V. S. Subrahmanian,Jitender S. Deogun,P
Osamu Hasegawa,Jitender S. Deogun,P
Guoliang Xu,Jitender S. Deogun,N
Peter O'Shea,Jitender S. Deogun,N
Fatos T. Yarman-Vural,A. Murat Tekalp,P
Rajiv Mehrotra,A. Murat Tekalp,P
Juan A. Carrasco,A. Murat Tekalp,P
Joseph Sarkis,A. Murat Tekalp,N
Fatos T. Yarman-Vural,Christophe G. Giraud-Carrier,N
