,source,target,prediction
558,Mark S. Nixon,Adam Prügel-Bennett,N
559,Mark S. Nixon,Adam Prügel-Bennett,N
560,Mark S. Nixon,Adam Prügel-Bennett,N
561,Colin Eden,Adam Prügel-Bennett,N
562,Colin Eden,Adam Prügel-Bennett,N
563,Colin Eden,Adam Prügel-Bennett,N
564,Antony Galton,Adam Prügel-Bennett,N
565,Antony Galton,Adam Prügel-Bennett,N
566,Antony Galton,Adam Prügel-Bennett,N
567,Ying Miao,Adam R. Klivans,N
568,Ying Miao,Adam R. Klivans,N
569,Ying Miao,Adam R. Klivans,N
570,Toshio Nakatani,Adam R. Klivans,N
571,Toshio Nakatani,Adam R. Klivans,N
572,Toshio Nakatani,Adam R. Klivans,N
573,Paul Dupuis,Adam Shwartz,N
574,Paul Dupuis,Adam Shwartz,N
575,Paul Dupuis,Adam Shwartz,N
576,Hui Zhang,Adam Shwartz,N
577,Hui Zhang,Adam Shwartz,N
578,Hui Zhang,Adam Shwartz,N
579,Igor Jurisica,Adam Shwartz,N
580,Igor Jurisica,Adam Shwartz,N
581,Igor Jurisica,Adam Shwartz,N
582,Bruno Tuffin,Adam Shwartz,N
583,Bruno Tuffin,Adam Shwartz,N
584,Bruno Tuffin,Adam Shwartz,N
585,Ian D. Walker,Adam W. Hoover,N
586,Ian D. Walker,Adam W. Hoover,N
587,Ian D. Walker,Adam W. Hoover,N
588,Euntai Kim,Adam W. Hoover,N
589,Euntai Kim,Adam W. Hoover,N
590,Euntai Kim,Adam W. Hoover,N
591,Xose Manuel Pardo,Adam W. Hoover,N
592,Xose Manuel Pardo,Adam W. Hoover,N
593,Xose Manuel Pardo,Adam W. Hoover,N
594,Arnaud Doucet,Adam W. Hoover,N
595,Arnaud Doucet,Adam W. Hoover,N
596,Arnaud Doucet,Adam W. Hoover,N
597,Stephen T. C. Wong,Adam W. Hoover,N
598,Stephen T. C. Wong,Adam W. Hoover,N
599,Stephen T. C. Wong,Adam W. Hoover,N
600,Martin Reisslein,Adam Wolisz,N
601,Martin Reisslein,Adam Wolisz,N
602,Martin Reisslein,Adam Wolisz,N
603,Gerhard Widmer,Adam Wolisz,N
604,Gerhard Widmer,Adam Wolisz,N
605,Gerhard Widmer,Adam Wolisz,N
606,Javier Aracil,Adam Wolisz,N
607,Javier Aracil,Adam Wolisz,N
608,Javier Aracil,Adam Wolisz,N
609,Ying Miao,Adam Wolisz,N
610,Ying Miao,Adam Wolisz,N
611,Ying Miao,Adam Wolisz,N
612,Andy Schürr,Adhemar Bultheel,N
613,Andy Schürr,Adhemar Bultheel,N
614,Andy Schürr,Adhemar Bultheel,N
615,Haesun Park,Adhemar Bultheel,N
616,Haesun Park,Adhemar Bultheel,N
617,Haesun Park,Adhemar Bultheel,N
618,James B. Orlin,Adhemar Bultheel,N
619,James B. Orlin,Adhemar Bultheel,N
620,James B. Orlin,Adhemar Bultheel,N
621,Wolf Zimmermann,Adhemar Bultheel,N
622,Wolf Zimmermann,Adhemar Bultheel,N
623,Wolf Zimmermann,Adhemar Bultheel,N
624,Jianwei Zhang 0001,Adhemar Bultheel,N
625,Jianwei Zhang 0001,Adhemar Bultheel,N
626,Jianwei Zhang 0001,Adhemar Bultheel,N
627,Oscar H. Ibarra,Adi Rosén,N
628,Oscar H. Ibarra,Adi Rosén,N
629,Oscar H. Ibarra,Adi Rosén,N
630,Yuanqing Li,Adi Rosén,N
631,Yuanqing Li,Adi Rosén,N
632,Yuanqing Li,Adi Rosén,N
633,Elisabeth André,Admela Jukan,N
634,Elisabeth André,Admela Jukan,N
635,Elisabeth André,Admela Jukan,N
636,Pamela C. Cosman,Admela Jukan,N
637,Pamela C. Cosman,Admela Jukan,N
638,Pamela C. Cosman,Admela Jukan,N
639,Jerzy W. Grzymala-Busse,Admela Jukan,N
640,Jerzy W. Grzymala-Busse,Admela Jukan,N
641,Jerzy W. Grzymala-Busse,Admela Jukan,N
642,Jim Blythe,Adnan Amin,N
643,Jim Blythe,Adnan Amin,N
644,Jim Blythe,Adnan Amin,N
645,Ruth C. King,Adnan Amin,N
646,Ruth C. King,Adnan Amin,N
647,Ruth C. King,Adnan Amin,N
648,Koeng-Mo Sung,Adnan Amin,N
649,Koeng-Mo Sung,Adnan Amin,N
650,Koeng-Mo Sung,Adnan Amin,N
651,Hong Qiao,Adnan Aziz,N
652,Hong Qiao,Adnan Aziz,N
653,Hong Qiao,Adnan Aziz,N
654,Pierre Marquis,Adnan Darwiche,N
655,Pierre Marquis,Adnan Darwiche,N
656,Pierre Marquis,Adnan Darwiche,N
657,Harry G. Perros,Adnan Yazici,N
658,Harry G. Perros,Adnan Yazici,N
659,Harry G. Perros,Adnan Yazici,N
660,Alex Samorodnitsky,Adnan Yazici,N
661,Alex Samorodnitsky,Adnan Yazici,N
662,Alex Samorodnitsky,Adnan Yazici,N
663,Martin Haardt,Adolfo Steiger-Garção,N
664,Martin Haardt,Adolfo Steiger-Garção,N
665,Martin Haardt,Adolfo Steiger-Garção,N
666,Nikos A. Vlassis,Adolfy Hoisie,N
667,Nikos A. Vlassis,Adolfy Hoisie,N
668,Nikos A. Vlassis,Adolfy Hoisie,N
669,Hideo Kitajima,Adolfy Hoisie,N
670,Hideo Kitajima,Adolfy Hoisie,N
671,Hideo Kitajima,Adolfy Hoisie,N
672,Nitin H. Vaidya,Adolfy Hoisie,N
673,Nitin H. Vaidya,Adolfy Hoisie,N
674,Nitin H. Vaidya,Adolfy Hoisie,N
675,Nicholas J. Higham,Adolfy Hoisie,N
676,Nicholas J. Higham,Adolfy Hoisie,N
677,Nicholas J. Higham,Adolfy Hoisie,N
678,Ichiro Suzuki,Adrian Dumitrescu,N
679,Ichiro Suzuki,Adrian Dumitrescu,N
680,Ichiro Suzuki,Adrian Dumitrescu,N
681,Joseph S. B. Mitchell,Adrian Dumitrescu,N
682,Joseph S. B. Mitchell,Adrian Dumitrescu,N
683,Joseph S. B. Mitchell,Adrian Dumitrescu,N
684,Ting Chen,Adrian Dumitrescu,N
685,Ting Chen,Adrian Dumitrescu,N
686,Ting Chen,Adrian Dumitrescu,N
687,Raouf N. Gorgui-Naguib,Adrian Dumitrescu,N
688,Raouf N. Gorgui-Naguib,Adrian Dumitrescu,N
689,Raouf N. Gorgui-Naguib,Adrian Dumitrescu,N
690,Sanjeev R. Kulkarni,Adrian Friday,N
691,Sanjeev R. Kulkarni,Adrian Friday,N
692,Sanjeev R. Kulkarni,Adrian Friday,N
693,Tapio Elomaa,Adrian Friday,N
694,Tapio Elomaa,Adrian Friday,N
695,Tapio Elomaa,Adrian Friday,N
696,Mark A. Girolami,Adrian Munteanu 0001,N
697,Mark A. Girolami,Adrian Munteanu 0001,N
698,Mark A. Girolami,Adrian Munteanu 0001,N
699,Massimo Cafaro,Adrian Munteanu 0001,N
700,Massimo Cafaro,Adrian Munteanu 0001,N
701,Massimo Cafaro,Adrian Munteanu 0001,N
702,Isaac Meilijson,Adrian Munteanu 0001,N
703,Isaac Meilijson,Adrian Munteanu 0001,N
704,Isaac Meilijson,Adrian Munteanu 0001,N
705,James V. Burke,Adrian S. Lewis,N
706,James V. Burke,Adrian S. Lewis,N
707,James V. Burke,Adrian S. Lewis,N
708,Michael L. Overton,Adrian S. Lewis,N
709,Michael L. Overton,Adrian S. Lewis,N
710,Michael L. Overton,Adrian S. Lewis,N
711,Yaakov Kogan,Adrian S. Lewis,N
712,Yaakov Kogan,Adrian S. Lewis,N
713,Yaakov Kogan,Adrian S. Lewis,N
714,Robert Weismantel,Adrian S. Lewis,N
715,Robert Weismantel,Adrian S. Lewis,N
716,Robert Weismantel,Adrian S. Lewis,N
717,Karl G. Kempf,Adrian Segall,N
718,Karl G. Kempf,Adrian Segall,N
719,Karl G. Kempf,Adrian Segall,N
720,Takuo Suganuma,Adrian Segall,N
721,Takuo Suganuma,Adrian Segall,N
722,Takuo Suganuma,Adrian Segall,N
723,Chung-Ju Chang,Adrian Segall,N
724,Chung-Ju Chang,Adrian Segall,N
725,Chung-Ju Chang,Adrian Segall,N
726,Elsa L. Gunter,Adriana B. Compagnoni,N
727,Elsa L. Gunter,Adriana B. Compagnoni,N
728,Elsa L. Gunter,Adriana B. Compagnoni,N
729,Bard Ermentrout,Adriana B. Compagnoni,N
730,Bard Ermentrout,Adriana B. Compagnoni,N
731,Bard Ermentrout,Adriana B. Compagnoni,N
732,Rohini K. Srihari,Adriana B. Compagnoni,N
733,Rohini K. Srihari,Adriana B. Compagnoni,N
734,Rohini K. Srihari,Adriana B. Compagnoni,N
735,Enrique Herrera-Viedma,Adriana B. Compagnoni,N
736,Enrique Herrera-Viedma,Adriana B. Compagnoni,N
737,Enrique Herrera-Viedma,Adriana B. Compagnoni,N
738,Hans G. Kerkhoff,Adriana B. Compagnoni,N
739,Hans G. Kerkhoff,Adriana B. Compagnoni,N
740,Hans G. Kerkhoff,Adriana B. Compagnoni,N
741,David G. Long,Adriano Camps,N
742,David G. Long,Adriano Camps,N
743,David G. Long,Adriano Camps,N
744,Drena Dobbs,Adriano Peron,N
745,Drena Dobbs,Adriano Peron,N
746,Drena Dobbs,Adriano Peron,N
747,David K. Y. Yau,Aduri Pavan,N
748,David K. Y. Yau,Aduri Pavan,N
749,David K. Y. Yau,Aduri Pavan,N
750,Jens-Rainer Ohm,Aduri Pavan,N
751,Jens-Rainer Ohm,Aduri Pavan,N
752,Jens-Rainer Ohm,Aduri Pavan,N
753,Jan Gulliksen,Aduri Pavan,N
754,Jan Gulliksen,Aduri Pavan,N
755,Jan Gulliksen,Aduri Pavan,N
756,Jeffrey M. Voas,Aduri Pavan,N
757,Jeffrey M. Voas,Aduri Pavan,N
758,Jeffrey M. Voas,Aduri Pavan,N
759,Peter Willett 0001,Aduri Pavan,N
760,Peter Willett 0001,Aduri Pavan,N
761,Peter Willett 0001,Aduri Pavan,N
762,Staal A. Vinterbo,Afonso Ferreira,N
763,Staal A. Vinterbo,Afonso Ferreira,N
764,Staal A. Vinterbo,Afonso Ferreira,N
765,V. Kumar,Afonso Ferreira,N
766,V. Kumar,Afonso Ferreira,N
767,V. Kumar,Afonso Ferreira,N
768,Alexander Maedche,Afonso Ferreira,N
769,Alexander Maedche,Afonso Ferreira,N
770,Alexander Maedche,Afonso Ferreira,N
771,Turgay Korkmaz,Afzaal H. Seyal,N
772,Turgay Korkmaz,Afzaal H. Seyal,N
773,Turgay Korkmaz,Afzaal H. Seyal,N
774,Raffaele Pesenti,Afzaal H. Seyal,N
775,Raffaele Pesenti,Afzaal H. Seyal,N
776,Raffaele Pesenti,Afzaal H. Seyal,N
777,Sylvie Corteel,Afzaal H. Seyal,N
778,Sylvie Corteel,Afzaal H. Seyal,N
779,Sylvie Corteel,Afzaal H. Seyal,N
780,Heinz Mühlenbein,Afzaal H. Seyal,N
781,Heinz Mühlenbein,Afzaal H. Seyal,N
782,Heinz Mühlenbein,Afzaal H. Seyal,N
783,Paul Wernick,Afzal Ballim,N
784,Paul Wernick,Afzal Ballim,N
785,Paul Wernick,Afzal Ballim,N
786,Akram Aldroubi,Afzal Ballim,N
787,Akram Aldroubi,Afzal Ballim,N
788,Akram Aldroubi,Afzal Ballim,N
789,Marcus Brunner,Afzal Ballim,N
790,Marcus Brunner,Afzal Ballim,N
791,Marcus Brunner,Afzal Ballim,N
792,Ebroul Izquierdo,Aggelos K. Katsaggelos,N
793,Ebroul Izquierdo,Aggelos K. Katsaggelos,N
794,Ebroul Izquierdo,Aggelos K. Katsaggelos,N
795,Michael F. Worboys,Agnès Voisard,N
796,Michael F. Worboys,Agnès Voisard,N
797,Michael F. Worboys,Agnès Voisard,N
798,William I. Gasarch,Agnès Voisard,N
799,William I. Gasarch,Agnès Voisard,N
800,William I. Gasarch,Agnès Voisard,N
801,Charles R. Kalmanek,Agnès Voisard,N
802,Charles R. Kalmanek,Agnès Voisard,N
803,Charles R. Kalmanek,Agnès Voisard,N
804,Esfandiar Eslami,Agnès Voisard,N
805,Esfandiar Eslami,Agnès Voisard,N
806,Esfandiar Eslami,Agnès Voisard,N
807,Riccardo Focardi,Agostino Cortesi,N
808,Riccardo Focardi,Agostino Cortesi,N
809,Riccardo Focardi,Agostino Cortesi,N
810,Faramarz Fekri,Agostino Cortesi,N
811,Faramarz Fekri,Agostino Cortesi,N
812,Faramarz Fekri,Agostino Cortesi,N
813,Dimitris Bertsimas,Agostino Cortesi,N
814,Dimitris Bertsimas,Agostino Cortesi,N
815,Dimitris Bertsimas,Agostino Cortesi,N
816,Michael Picheny,Agostino Cortesi,N
817,Michael Picheny,Agostino Cortesi,N
818,Michael Picheny,Agostino Cortesi,N
819,Herman Bruyninckx,Agostino Cortesi,N
820,Herman Bruyninckx,Agostino Cortesi,N
821,Herman Bruyninckx,Agostino Cortesi,N
822,Davide Rocchesso,Agostino Dovier,N
823,Davide Rocchesso,Agostino Dovier,N
824,Davide Rocchesso,Agostino Dovier,N
825,Raman Venkataramani,Agostino Dovier,N
826,Raman Venkataramani,Agostino Dovier,N
827,Raman Venkataramani,Agostino Dovier,N
828,Mostafa H. Ammar,Agostino Dovier,N
829,Mostafa H. Ammar,Agostino Dovier,N
830,Mostafa H. Ammar,Agostino Dovier,N
831,Tetsuya Matsumoto,Ah Chung Tsoi,N
832,Tetsuya Matsumoto,Ah Chung Tsoi,N
833,Tetsuya Matsumoto,Ah Chung Tsoi,N
834,Jason P. Jue,Ah Chung Tsoi,N
835,Jason P. Jue,Ah Chung Tsoi,N
836,Jason P. Jue,Ah Chung Tsoi,N
837,Laxmi Parida,Ah Chung Tsoi,N
838,Laxmi Parida,Ah Chung Tsoi,N
839,Laxmi Parida,Ah Chung Tsoi,N
840,Rui T. Valadas,Ah Chung Tsoi,N
841,Rui T. Valadas,Ah Chung Tsoi,N
842,Rui T. Valadas,Ah Chung Tsoi,N
843,Francesc Rosselló,Ah Chung Tsoi,N
844,Francesc Rosselló,Ah Chung Tsoi,N
845,Francesc Rosselló,Ah Chung Tsoi,N
846,Churn-Jung Liau,Ah-Hwee Tan,N
847,Churn-Jung Liau,Ah-Hwee Tan,N
848,Churn-Jung Liau,Ah-Hwee Tan,N
849,Gleb Naumovich,Ah-Hwee Tan,N
850,Gleb Naumovich,Ah-Hwee Tan,N
851,Gleb Naumovich,Ah-Hwee Tan,N
852,Brian Henderson-Sellers,Ah-Hwee Tan,N
853,Brian Henderson-Sellers,Ah-Hwee Tan,N
854,Brian Henderson-Sellers,Ah-Hwee Tan,N
855,John Sum,Aharon Ben-Tal,N
856,John Sum,Aharon Ben-Tal,N
857,John Sum,Aharon Ben-Tal,N
858,Petros A. Ioannou,Aharon Ben-Tal,N
859,Petros A. Ioannou,Aharon Ben-Tal,N
860,Petros A. Ioannou,Aharon Ben-Tal,N
861,Henrik Hautop Lund,Ahmad A. Hiasat,N
862,Henrik Hautop Lund,Ahmad A. Hiasat,N
863,Henrik Hautop Lund,Ahmad A. Hiasat,N
864,Forouzan Golshani,Ahmad A. Hiasat,N
865,Forouzan Golshani,Ahmad A. Hiasat,N
866,Forouzan Golshani,Ahmad A. Hiasat,N
867,Marc L. Resnick,Ahmad B. Rad,N
868,Marc L. Resnick,Ahmad B. Rad,N
869,Marc L. Resnick,Ahmad B. Rad,N
870,Rolf S. Rees,Ahmad B. Rad,N
871,Rolf S. Rees,Ahmad B. Rad,N
872,Rolf S. Rees,Ahmad B. Rad,N
873,Dmitrii Lozovanu,Ahmad B. Rad,N
874,Dmitrii Lozovanu,Ahmad B. Rad,N
875,Dmitrii Lozovanu,Ahmad B. Rad,N
876,Jianmin Zheng,Ahmad H. Nasri,N
877,Jianmin Zheng,Ahmad H. Nasri,N
878,Jianmin Zheng,Ahmad H. Nasri,N
879,Thomas W. Sederberg,Ahmad H. Nasri,N
880,Thomas W. Sederberg,Ahmad H. Nasri,N
881,Thomas W. Sederberg,Ahmad H. Nasri,N
882,Nathan Linial,Ahmad H. Nasri,N
883,Nathan Linial,Ahmad H. Nasri,N
884,Nathan Linial,Ahmad H. Nasri,N
885,François Baccelli,Ahmed A. Rafea,N
886,François Baccelli,Ahmed A. Rafea,N
887,François Baccelli,Ahmed A. Rafea,N
888,Sunghyun Choi,Ahmed A. Rafea,N
889,Sunghyun Choi,Ahmed A. Rafea,N
890,Sunghyun Choi,Ahmed A. Rafea,N
891,Peter H. N. de With,Ahmed A. Rafea,N
892,Peter H. N. de With,Ahmed A. Rafea,N
893,Peter H. N. de With,Ahmed A. Rafea,N
894,William Adams,Ahmed A. Rafea,N
895,William Adams,Ahmed A. Rafea,N
896,William Adams,Ahmed A. Rafea,N
897,D. K. Subramanian,Ahmed Amine Jerraya,N
898,D. K. Subramanian,Ahmed Amine Jerraya,N
899,D. K. Subramanian,Ahmed Amine Jerraya,N
900,Lung-Wen Tsai,Ahmed Amine Jerraya,N
901,Lung-Wen Tsai,Ahmed Amine Jerraya,N
902,Lung-Wen Tsai,Ahmed Amine Jerraya,N
903,San-Yih Hwang,Ahmed Bouajjani,N
904,San-Yih Hwang,Ahmed Bouajjani,N
905,San-Yih Hwang,Ahmed Bouajjani,N
906,Daniel Berleant,Ahmed E. Kamal,N
907,Daniel Berleant,Ahmed E. Kamal,N
908,Daniel Berleant,Ahmed E. Kamal,N
909,James F. Peters,Ahmed E. Kamal,N
910,James F. Peters,Ahmed E. Kamal,N
911,James F. Peters,Ahmed E. Kamal,N
912,Pravin Varaiya,Ahmed E. Kamal,N
913,Pravin Varaiya,Ahmed E. Kamal,N
914,Pravin Varaiya,Ahmed E. Kamal,N
915,Hung-Min Sun,Ahmed E. Kamal,N
916,Hung-Min Sun,Ahmed E. Kamal,N
917,Hung-Min Sun,Ahmed E. Kamal,N
918,Ali N. Akansu,Ahmed H. Tewfik,N
919,Ali N. Akansu,Ahmed H. Tewfik,N
920,Ali N. Akansu,Ahmed H. Tewfik,N
921,Pierre Moulin,Ahmed H. Tewfik,N
922,Pierre Moulin,Ahmed H. Tewfik,N
923,Pierre Moulin,Ahmed H. Tewfik,N
924,Thomas J. Richardson,Ahmed H. Tewfik,N
925,Thomas J. Richardson,Ahmed H. Tewfik,N
926,Thomas J. Richardson,Ahmed H. Tewfik,N
927,Rachid Guerraoui,Ahmed H. Tewfik,N
928,Rachid Guerraoui,Ahmed H. Tewfik,N
929,Rachid Guerraoui,Ahmed H. Tewfik,N
930,Achille Pattavina,Ahmed Helmy,N
931,Achille Pattavina,Ahmed Helmy,N
932,Achille Pattavina,Ahmed Helmy,N
933,Chungnan Lee,Ahmed Helmy,N
934,Chungnan Lee,Ahmed Helmy,N
935,Chungnan Lee,Ahmed Helmy,N
936,V. Daniel R. Guide Jr.,Ahmed Helmy,N
937,V. Daniel R. Guide Jr.,Ahmed Helmy,N
938,V. Daniel R. Guide Jr.,Ahmed Helmy,N
939,Wayne D. Gray,Ahmed Helmy,N
940,Wayne D. Gray,Ahmed Helmy,N
941,Wayne D. Gray,Ahmed Helmy,N
942,Isaac Levi,Ahmed Helmy,N
943,Isaac Levi,Ahmed Helmy,N
944,Isaac Levi,Ahmed Helmy,N
945,Ravi Kumar 0001,Ahmed K. Elhakeem,N
946,Ravi Kumar 0001,Ahmed K. Elhakeem,N
947,Ravi Kumar 0001,Ahmed K. Elhakeem,N
948,Anne H. H. Ngu,Ahmed K. Elmagarmid,N
949,Anne H. H. Ngu,Ahmed K. Elmagarmid,N
950,Anne H. H. Ngu,Ahmed K. Elmagarmid,N
951,Athena Vakali,Ahmed K. Elmagarmid,N
952,Athena Vakali,Ahmed K. Elmagarmid,N
953,Athena Vakali,Ahmed K. Elmagarmid,N
954,Mohand-Said Hacid,Ahmed K. Elmagarmid,N
955,Mohand-Said Hacid,Ahmed K. Elmagarmid,N
956,Mohand-Said Hacid,Ahmed K. Elmagarmid,N
957,Tiziana Catarci,Ahmed K. Elmagarmid,N
958,Tiziana Catarci,Ahmed K. Elmagarmid,N
959,Tiziana Catarci,Ahmed K. Elmagarmid,N
960,Xindong Wu 0001,Ahmed K. Elmagarmid,N
961,Xindong Wu 0001,Ahmed K. Elmagarmid,N
962,Xindong Wu 0001,Ahmed K. Elmagarmid,N
963,Horst Oberquelle,Ahmed K. Elmagarmid,N
964,Horst Oberquelle,Ahmed K. Elmagarmid,N
965,Horst Oberquelle,Ahmed K. Elmagarmid,N
966,Yannis Manoussakis,Ahmed Patel,N
967,Yannis Manoussakis,Ahmed Patel,N
968,Yannis Manoussakis,Ahmed Patel,N
969,Weimin Zheng,Ahmed Patel,N
970,Weimin Zheng,Ahmed Patel,N
971,Weimin Zheng,Ahmed Patel,N
972,Harriet J. Nock,Ahmed Patel,N
973,Harriet J. Nock,Ahmed Patel,N
974,Harriet J. Nock,Ahmed Patel,N
975,Kamal Premaratne,Ahmed Patel,N
976,Kamal Premaratne,Ahmed Patel,N
977,Kamal Premaratne,Ahmed Patel,N
978,Letizia Leonardi,Ahmed Patel,N
979,Letizia Leonardi,Ahmed Patel,N
980,Letizia Leonardi,Ahmed Patel,N
981,Jan Pries-Heje,Ahmed S. Elwakil,N
982,Jan Pries-Heje,Ahmed S. Elwakil,N
983,Jan Pries-Heje,Ahmed S. Elwakil,N
984,Shahram Ghandeharizadeh,Ahmed S. Elwakil,N
985,Shahram Ghandeharizadeh,Ahmed S. Elwakil,N
986,Shahram Ghandeharizadeh,Ahmed S. Elwakil,N
987,Bert Wijnen,Ahmed S. Elwakil,N
988,Bert Wijnen,Ahmed S. Elwakil,N
989,Bert Wijnen,Ahmed S. Elwakil,N
990,Jan M. Rabaey,Ahmed Seffah,N
991,Jan M. Rabaey,Ahmed Seffah,N
992,Jan M. Rabaey,Ahmed Seffah,N
993,Thomas A. Manteuffel,Ahmed Seffah,N
994,Thomas A. Manteuffel,Ahmed Seffah,N
995,Thomas A. Manteuffel,Ahmed Seffah,N
996,Edward J. Delp,Ahmet M. Eskicioglu,N
997,Edward J. Delp,Ahmet M. Eskicioglu,N
998,Edward J. Delp,Ahmet M. Eskicioglu,N
999,Stephan Brandt,Ahmet M. Eskicioglu,N
1000,Stephan Brandt,Ahmet M. Eskicioglu,N
1001,Stephan Brandt,Ahmet M. Eskicioglu,N
1002,Mohamed F. Younis,Ahmet M. Eskicioglu,N
1003,Mohamed F. Younis,Ahmet M. Eskicioglu,N
1004,Mohamed F. Younis,Ahmet M. Eskicioglu,N
1005,Jian Pei,Aidong Zhang,N
1006,Jian Pei,Aidong Zhang,N
1007,Jian Pei,Aidong Zhang,N
1008,Jim X. Chen,Aiichiro Nakano,N
1009,Jim X. Chen,Aiichiro Nakano,N
1010,Jim X. Chen,Aiichiro Nakano,N
1011,Wei Zhao,Aiichiro Nakano,N
1012,Wei Zhao,Aiichiro Nakano,N
1013,Wei Zhao,Aiichiro Nakano,N
1014,Leif Kobbelt,Aiichiro Nakano,N
1015,Leif Kobbelt,Aiichiro Nakano,N
1016,Leif Kobbelt,Aiichiro Nakano,N
1017,Christopher D. Carothers,Aiichiro Nakano,N
1018,Christopher D. Carothers,Aiichiro Nakano,N
1019,Christopher D. Carothers,Aiichiro Nakano,N
1020,Paola Mello,Ajay D. Kshemkalyani,N
1021,Paola Mello,Ajay D. Kshemkalyani,N
1022,Paola Mello,Ajay D. Kshemkalyani,N
1023,Roberto Kawakami Harrop Galvão,Ajay D. Kshemkalyani,N
1024,Roberto Kawakami Harrop Galvão,Ajay D. Kshemkalyani,N
1025,Roberto Kawakami Harrop Galvão,Ajay D. Kshemkalyani,N
1026,Zhili Sun,Ajay Divakaran,N
1027,Zhili Sun,Ajay Divakaran,N
1028,Zhili Sun,Ajay Divakaran,N
1029,Alain Denise,Ajay Divakaran,N
1030,Alain Denise,Ajay Divakaran,N
1031,Alain Denise,Ajay Divakaran,N
1032,Gary J. Sullivan,Ajay Luthra,N
1033,Gary J. Sullivan,Ajay Luthra,N
1034,Gary J. Sullivan,Ajay Luthra,N
1035,Thomas Wiegand,Ajay Luthra,N
1036,Thomas Wiegand,Ajay Luthra,N
1037,Thomas Wiegand,Ajay Luthra,N
1038,Robert P. Colwell,Ajay Luthra,N
1039,Robert P. Colwell,Ajay Luthra,N
1040,Robert P. Colwell,Ajay Luthra,N
1041,Christoph Lindemann,Ajay Luthra,N
1042,Christoph Lindemann,Ajay Luthra,N
1043,Christoph Lindemann,Ajay Luthra,N
1044,Fangzhen Lin,Ajay Luthra,N
1045,Fangzhen Lin,Ajay Luthra,N
1046,Fangzhen Lin,Ajay Luthra,N
1047,Paul L. Bowen,Ajay Luthra,N
1048,Paul L. Bowen,Ajay Luthra,N
1049,Paul L. Bowen,Ajay Luthra,N
1050,Martin Karplus,Ajay S. Vinze,N
1051,Martin Karplus,Ajay S. Vinze,N
1052,Martin Karplus,Ajay S. Vinze,N
1053,Shotaro Akaho,Ajoy Kumar Datta,N
1054,Shotaro Akaho,Ajoy Kumar Datta,N
1055,Shotaro Akaho,Ajoy Kumar Datta,N
1056,Amnon Meisels,Ajoy Kumar Datta,N
1057,Amnon Meisels,Ajoy Kumar Datta,N
1058,Amnon Meisels,Ajoy Kumar Datta,N
1059,Frank Leymann,Ajoy Kumar Datta,N
1060,Frank Leymann,Ajoy Kumar Datta,N
1061,Frank Leymann,Ajoy Kumar Datta,N
1062,Reinhard Klein,Ajoy Kumar Datta,N
1063,Reinhard Klein,Ajoy Kumar Datta,N
1064,Reinhard Klein,Ajoy Kumar Datta,N
1065,Ke Liu,Akbar M. Sayeed,N
1066,Ke Liu,Akbar M. Sayeed,N
1067,Ke Liu,Akbar M. Sayeed,N
1068,Robert W. Heath Jr.,Akbar M. Sayeed,N
1069,Robert W. Heath Jr.,Akbar M. Sayeed,N
1070,Robert W. Heath Jr.,Akbar M. Sayeed,N
1071,V. Ramachandran,Akbar M. Sayeed,N
1072,V. Ramachandran,Akbar M. Sayeed,N
1073,V. Ramachandran,Akbar M. Sayeed,N
1074,Pierre McKenzie,Akbar M. Sayeed,N
1075,Pierre McKenzie,Akbar M. Sayeed,N
1076,Pierre McKenzie,Akbar M. Sayeed,N
1077,Simon Haykin,Akbar M. Sayeed,N
1078,Simon Haykin,Akbar M. Sayeed,N
1079,Simon Haykin,Akbar M. Sayeed,N
1080,Jacques Wainer,Akhil Kumar 0001,N
1081,Jacques Wainer,Akhil Kumar 0001,N
1082,Jacques Wainer,Akhil Kumar 0001,N
1083,Henri Prade,Akhil Kumar 0001,N
1084,Henri Prade,Akhil Kumar 0001,N
1085,Henri Prade,Akhil Kumar 0001,N
1086,Albrecht Schmidt 0001,Akhil Kumar 0001,N
1087,Albrecht Schmidt 0001,Akhil Kumar 0001,N
1088,Albrecht Schmidt 0001,Akhil Kumar 0001,N
1089,Aruna Seneviratne,Akhil Kumar 0001,N
1090,Aruna Seneviratne,Akhil Kumar 0001,N
1091,Aruna Seneviratne,Akhil Kumar 0001,N
1092,Mark Sanderson,Akhilesh Chandra,N
1093,Mark Sanderson,Akhilesh Chandra,N
1094,Mark Sanderson,Akhilesh Chandra,N
1095,David G. Goodenough,Akifumi Makinouchi,N
1096,David G. Goodenough,Akifumi Makinouchi,N
1097,David G. Goodenough,Akifumi Makinouchi,N
1098,Matteo Baldoni,Akihiro Munemasa,N
1099,Matteo Baldoni,Akihiro Munemasa,N
1100,Matteo Baldoni,Akihiro Munemasa,N
1101,Ryan Kastner,Akihiro Munemasa,N
1102,Ryan Kastner,Akihiro Munemasa,N
1103,Ryan Kastner,Akihiro Munemasa,N
1104,Mario Rodríguez-Artalejo,Akihiro Munemasa,N
1105,Mario Rodríguez-Artalejo,Akihiro Munemasa,N
1106,Mario Rodríguez-Artalejo,Akihiro Munemasa,N
1107,Stephen G. Simpson,Akihisa Tamura,N
1108,Stephen G. Simpson,Akihisa Tamura,N
1109,Stephen G. Simpson,Akihisa Tamura,N
1110,Mauricio Osorio 0001,Akihisa Tamura,N
