source,target,prediction
Hilary Johnson,Akira Hirose,N
James M. Keller,Akira Hirose,P
Jürgen Teich,Akira Hirose,N
Leszek Rychlewski,Akira Hirose,N
Branka Vucetic,Akira Ito,N
Karl Gustafson,Akira Ito,P
Giovanni Rinaldi,Akira Ito,P
Gisbert Schneider,Akira Ito,N
Jian Shen,Akira Ito,N
Kazuo Iwama,Akira Maruoka,P
Yihong Gong,Akira Maruoka,P
Davide Sangiorgi,Akira Maruoka,N
Carol O'Sullivan,Akira Maruoka,P
Bing Wei 0001,Akira Saito,P
Ingo Schiermeyer,Akira Saito,N
Kiyoshi Ando,Akira Saito,P
Michael S. Jacobson,Akira Saito,P
Nawarat Ananchuen,Akira Saito,P
Kwang Bok Lee,Akira Saito,P
Annie S. Wu,Akira Saito,N
Christian M. Reidys,Akira Saito,N
Shari Trewin,Akira Saito,P
Christian Roux,Akito Tsuboi,N
Qing Tao,Akito Tsuboi,N
Franco Zambonelli,Akito Tsuboi,P
Masaru Uchiyama,Akito Tsuboi,N
Suzanna Becker,Akiyoshi Shioura,P
Rance Cleaveland,Akiyoshi Shioura,P
William G. Wee,Akiyoshi Shioura,P
Daniel De Zutter,Akiyoshi Shioura,N
Russel E. Caflisch,Akram Aldroubi,N
James A. Kadin,Akram Aldroubi,N
Katarína Cechlárová,Akram Aldroubi,N
Philippe Balbiani,Akram Aldroubi,N
Adam Shwartz,Al Farooq Salam,N
Maguelonne Teisseire,Al Farooq Salam,P
Konstantin Kogan,Al Farooq Salam,P
Mark Broadie,Alain Billionnet,N
Xudong Luo,Alain Billionnet,N
Changyun Wen,Alain Billionnet,N
Danièle Gardy,Alain Denise,N
Dominique Barth,Alain Denise,P
Philippe Flajolet,Alain Denise,N
Sylvie Corteel,Alain Denise,P
E. Andrew Boyd,Alain Denise,N
Suzanne D. Pawlowski,Alain Denise,P
H. Narayanan,Alain Denise,N
Richard T. Watson,Alain Denise,P
Roberto Musmanno,Alain Denise,P
Ezra Zeheb,Alain Denise,P
Il-Min Kim,Alain Denise,N
Antonia Bertolino,Alain Destexhe,N
Luk N. Van Wassenhove,Alain Destexhe,N
Shirley Ann Becker,Alain Giorgetti,N
Hideo Kitajima,Alain Giorgetti,P
Norbert Podhorszki,Alain Giorgetti,P
Bruno Leclerc,Alain Guénoche,N
Frédéric Semet,Alain Hertz,P
Tamás Kis,Alain Hertz,N
William Y. C. Chen,Alain Lascoux,P
Ernst Niebur,Alain Lascoux,N
Régis Leveugle,Alain Lascoux,P
David J. Marchette,Alain Oustaloup,P
Andreas Abecker,Alain Oustaloup,N
Gábor Bacsó,Alain Oustaloup,N
Miki Haseyama,Alain Oustaloup,N
Richard H. Stern,Alain Plagne,N
Marc Fleurbaey,Alain Trannoy,N
Christine Renotte,Alain Vande Wouwer,P
Hans Kosina,Alain Vande Wouwer,N
Pei Wang,Alain Vande Wouwer,N
Maria Cristina Pinotti,Alan A. Bertossi,N
Richard B. Tan,Alan A. Bertossi,P
Romeo Rizzi,Alan A. Bertossi,P
Stephan Olariu,Alan A. Bertossi,P
Edward Tunstel,Alan A. Bertossi,P
Alexander S. Kossatchev,Alan A. Bertossi,N
Feng-Wen Sun,Alan A. Bertossi,N
József Balogh,Alan A. Bertossi,N
Giorgio C. Buttazzo,Alan Burns,N
Martin Grohe,Alan Burns,P
Nicolas Spyratos,Alan Burns,P
Sean W. Smith,Alan Burns,P
Katsuki Fujisawa,Alan Burns,P
Eero P. Simoncelli,Alan C. Bovik,P
Zhou Wang,Alan C. Bovik,P
Efstratios N. Pistikopoulos,Alan C. Bovik,P
Dries Vermeulen,Alan C. Bovik,N
George Hripcsak,Alan C. Bovik,N
Grégoire Malandain,Alan C. Evans,P
Sue Whitesides,Alan C. Evans,N
Shu-Chin Wang,Alan C. Evans,P
Clement W. H. Lam,Alan C. H. Ling,P
Darryn E. Bryant,Alan C. H. Ling,N
Donald L. Kreher,Alan C. H. Ling,P
Gennian Ge,Alan C. H. Ling,P
Hans-Dietrich O. F. Gronau,Alan C. H. Ling,N
Heather Gavlas,Alan C. H. Ling,N
Jean-Claude Bermond,Alan C. H. Ling,N
Jeffrey H. Dinitz,Alan C. H. Ling,N
Robert E. Jamison,Alan C. H. Ling,P
Rolf S. Rees,Alan C. H. Ling,P
Tao Jiang 0003,Alan C. H. Ling,P
Violet R. Syrotiuk,Alan C. H. Ling,N
Ioannis Hatzilygeroudis,Alan C. H. Ling,N
Ravi Kannan,Alan C. H. Ling,N
Christopher W. V. Hogue,Alan C. H. Ling,N
Giuseppe Anastasi,Alan C. H. Ling,N
Marjorie Skubic,Alan C. Schultz,P
William Adams,Alan C. Schultz,P
Ayumi Shinohara,Alan C. Schultz,P
Khaled A. S. Abdel-Ghaffar,Alan C. Schultz,P
Carol V. Brown,Alan D. Blair,P
James D. Arthur,Alan D. Blair,P
Terence D. Todd,Alan D. George,P
Pravin Varaiya,Alan D. George,N
Paul A. Strooper,Alan D. George,P
Robert A. Russell,Alan D. George,P
Andrzej Pelc,Alan D. George,P
Heung-Yeung Shum,Alan F. Blackwell,P
Ralph J. Faudree,Alan F. Blackwell,P
Amit Singhal,Alan F. Smeaton,N
Barry Smyth,Alan F. Smeaton,P
David C. Wilson,Alan F. Smeaton,N
Djoerd Hiemstra,Alan F. Smeaton,P
Dragomir R. Radev,Alan F. Smeaton,N
Eduard H. Hovy,Alan F. Smeaton,P
James Allan,Alan F. Smeaton,P
Mark Sanderson,Alan F. Smeaton,P
Philip Resnik,Alan F. Smeaton,N
Ralph M. Weischedel,Alan F. Smeaton,N
Susan T. Dumais,Alan F. Smeaton,N
W. Bruce Croft,Alan F. Smeaton,P
Wessel Kraaij,Alan F. Smeaton,N
MengChu Zhou,Alan F. Smeaton,P
Ali A. Ghorbani,Alan F. Smeaton,N
Zhanyi Hu,Alan Gilchrist,N
Malcolm Greig,Alan Gilchrist,N
José M. Troya,Alan Gilchrist,P
María Bordons,Alan Gilchrist,N
Teodor Gabriel Crainic,Alan Gilchrist,N
Hervé Bourlard,Alan H. Karp,P
Chia-Feng Juang,Alan H. Karp,N
Gian Carlo Filligoi,Alan H. Karp,P
Minyue Fu,Alan H. Karp,N
Iñaki Inza,Alan H. Rowberg,P
Ioannis Tsamardinos,Alan H. Rowberg,P
Robert Giegerich,Alan H. Rowberg,N
Jaehong Park,Alan H. Rowberg,P
Sung Yang Bang,Alan H. Rowberg,P
Johannes Gehrke,Alan J. Demers,N
Jon M. Kleinberg,Alan J. Demers,P
Rajmohan Rajaraman,Alan J. Demers,P
Esfandiar Eslami,Alan J. Demers,N
Mariano Gasca,Alan J. Demers,P
Chung-Hsien Wu,Alan Jay Smith,N
Martin J. Shepperd,Alan Jay Smith,P
Dagobert Soergel,Alan Jay Smith,P
Ileana Streinu,Alan Jay Smith,P
Warwick Harvey,Alan Jay Smith,N
Julian Rathke,Alan Jeffrey,N
Aduri Pavan,Alan L. Selman,N
Katia Obraczka,Alan L. Selman,N
Petros Maragos,Alan L. Selman,P
Rom Pinchasi,Alan L. Yuille,N
Kosuke Kato,Alan L. Yuille,N
Hao Wu,Alan M. Davis,N
Kent E. Seamons,Alan M. Davis,N
Raymond S. T. Lee,Alan M. Davis,N
Peter Hammond,Alan M. Davis,N
Alon Efrat,Alan M. Davis,N
Kevin Burrage,Alan M. Davis,P
Eric Vigoda,Alan M. Frieze,P
Michael Krivelevich,Alan M. Frieze,N
V. Vinay,Alan M. Frieze,P
Jacob Buur,Alan M. Frieze,N
Wei-Yun Yau,Alan M. Frieze,P
James Y. L. Thong,Alan M. MacEachren,N
Lakdere Benkherouf,Alan M. MacEachren,N
Akinori Yonezawa,Alan Mycroft,N
Tomasa Calvo,Alan Mycroft,P
Asad A. Abidi,Alan N. Willson Jr.,P
Gabor C. Temes,Alan N. Willson Jr.,N
Nicolas Gisin,Alan N. Willson Jr.,N
Michela Spagnuolo,Alan N. Willson Jr.,N
Bernd Krauskopf,Alan R. Champneys,N
Jorge Lobo 0001,Alan R. Champneys,N
Eyad H. Abed,Alan R. Dennis,P
Koji Okamoto,Alan R. Dennis,N
Jinsoo Park 0001,Alan R. Hevner,P
Jacques Verstraëte,Alan R. Hevner,P
Irving S. Reed,Alan R. Hevner,N
Marco Pagni,Alan R. Hevner,N
Alexandre Varnek,Alan R. Katritzky,N
Uko Maran,Alan R. Katritzky,P
Vitaly P. Solov'ev,Alan R. Katritzky,P
Ke Yang,Alan R. Katritzky,P
Athanasios Migdalas,Alan R. Katritzky,N
Jintae Lee,Alan R. Katritzky,P
Patrick Thiran,Alan S. Morris,P
Louise E. Moser,Alan S. Morris,P
Chong-Sun Hwang,Alan S. Morris,P
Anthony J. Yezzi,Alan S. Willsky,N
W. Eric L. Grimson,Alan S. Willsky,P
William M. Wells III,Alan S. Willsky,P
Coskun Bayrak,Alan S. Willsky,N
Reind P. van de Riet,Alan S. Willsky,N
Mei-Po Kwan,Alan T. Murray,P
Morton E. O'Kelly,Alan T. Murray,P
Gordon W. Paynter,Alan T. Murray,N
Roberto Roncella,Alan V. Oppenheim,P
Khaled M. F. Elsayed,Alan V. Oppenheim,N
James R. Cordy,Alan V. Oppenheim,N
Mehdi Dehghan,Alasdair Urquhart,P
Franco P. Preparata,Alastair Dryburgh,P
Kim S. Larsen,Alastair Dryburgh,N
Matthew Andrews,Alastair Dryburgh,P
Ishfaq Ahmad,Alastair Dryburgh,P
James Miller,Alastair Dunsmore,P
Marc Roper,Alastair Dunsmore,N
Murray Wood,Alastair Dunsmore,N
Ru-Qin Yu,Alastair Dunsmore,N
Ioannis T. Pavlidis,Alastair Dunsmore,P
Nageswara S. V. Rao,Alastair G. Smith,N
Michael A. Jensen,Alastair G. Smith,P
Gordon W. Roberts,Alastair G. Smith,N
Steven A. Lippman,Alastair G. Smith,P
Maria Luisa Bonet,Albert Atserias,P
Paul Valckenaers,Albert Atserias,N
Gordon M. Crippen,Albert Atserias,P
George Z. Gertner,Albert Atserias,N
Stefan Rotter,Albert Atserias,N
Peng-Jun Wan,Albert Atserias,N
Barry Eaglestone,Albert Atserias,N
Stefan Haar,Albert Benveniste,P
Rolf Apweiler,Albert Benveniste,P
Susan T. Dumais,Albert Benveniste,N
Richard A. Baldock,Albert Burger,N
Dario Farina,Albert Burger,N
Peter Williams,Albert Burger,N
Ronald A. DeVore,Albert Cohen 0002,N
Wolfgang Dahmen,Albert Cohen 0002,N
David A. Bell,Albert Cohen 0002,P
Hairong Sun,Albert Endres,P
Juhani Karhumäki,Albert Endres,N
André Carlos Ponce de Leon Ferreira de Carvalho,Albert Endres,P
Peter J. Bentley,Albert Endres,N
Robert H. Deng,Albert H. Huang,P
Federico Della Croce,Albert H. Huang,P
Martin C. Henson,Albert H. Huang,N
D. Janaki Ram,Albert H. Huang,P
Timothy Clark,Albert H. Huang,P
Grover S. Kearns,Albert L. Lederer,N
Youlong Zhuang,Albert L. Lederer,P
Ferruccio Damiani,Albert L. Lederer,N
David Starobinski,Albert L. Lederer,P
Pierre Le Beux,Albert L. Lederer,P
Scott D. Stoller,Albert L. Lederer,P
Steven Dubowsky,Albert L. Lederer,N
Witold Pedrycz,Albert L. Lederer,P
Rachid El Azouzi,Albert M. Chan,P
Hitoshi Isahara,Albert M. Chan,N
Kathleen Hoffman,Albert M. Chan,P
Benjamin N. Grosof,Albert M. Chan,P
A. M. Abd-Alla,Albert Mo Kim Cheng,N
Andrew Laine,Albert Mo Kim Cheng,N
Tandy J. Warnow,Albert Mo Kim Cheng,P
Richard Stong,Albert Nijenhuis,P
Emily S. Patterson,Albert Nijenhuis,P
Tom Duckett,Albert Nijenhuis,N
Vikram Krishnamurthy,Albert P. M. Wagelmans,N
Dongman Lee,Albert P. M. Wagelmans,P
Jyoti Choudrie,Albert P. M. Wagelmans,P
Jerry Fjermestad,Albert P. M. Wagelmans,N
Lei Zhang,Albert P. M. Wagelmans,N
El-Ghazali Talbi,Albert Y. Zomaya,P
Jing Li,Albert Y. Zomaya,N
Markus Grassl,Albert Y. Zomaya,P
Lou Caccetta,Albert Y. Zomaya,P
Jan-Ming Ho,Albert Y. Zomaya,N
Luc De Raedt,Albert Y. Zomaya,N
Giorgio Satta,Alberto Apostolico,N
Laxmi Parida,Alberto Apostolico,N
Saed Samadi,Alberto Apostolico,P
Dimitris Papadias,Alberto Apostolico,N
Yong Yan,Alberto Apostolico,N
Rolf P. Würtz,Alberto Apostolico,P
Nigel Ford,Alberto Bartoli,P
Shenggui Zhang,Alberto Bartoli,P
Gregory W. Wornell,Alberto Bartoli,P
Min-Shiang Hwang,Alberto Bartoli,N
Holly A. Taylor,Alberto Bartoli,N
Efstratios N. Pistikopoulos,Alberto Bemporad,N
Tor Arne Johansen,Alberto Bemporad,P
Vivek Dua,Alberto Bemporad,N
Jeff A. Bilmes,Alberto Bemporad,N
T. Warren Liao,Alberto Bemporad,N
Chiang-Ju Chien,Alberto Bertoni,N
Ying-Hong Wang,Alberto Bertoni,N
Fang Liu,Alberto Bertoni,P
Charles Oppenheim,Alberto Bertoni,P
Ion Petre,Alberto Bertoni,P
Ronald A. Olsson,Alberto Bressan,N
Ronald N. Kostoff,Alberto Bressan,P
Kyung C. Chae,Alberto Bressan,P
Thomas Plagemann,Alberto Bressan,N
Vladimir M. Zatsiorsky,Alberto Bressan,P
Purificación Cariñena,Alberto Bugarín,P
Hans-Christian Hege,Alberto Cabada,N
Judy Goldsmith,Alberto Cabada,N
Martin Middendorf,Alberto Cabada,P
Alessandro Panconesi,Alberto Caprara,P
Andrea Lodi 0001,Alberto Caprara,N
Giuseppe Lancia,Alberto Caprara,P
Robert D. Carr,Alberto Caprara,N
Craig Schlenoff,Alberto Caprara,P
Bo Liu,Alberto Caprara,P
Camil Demetrescu,Alberto Carini,P
Ladislav Stacho,Alberto Carini,N
David G. Cory,Alberto Cerpa,N
Dan S. Wallach,Alberto Cerpa,P
Jun Ma,Alberto Cerpa,N
Wayne H. Wolf,Alberto Cerpa,P
Fang-Wei Fu,Alberto Del Bimbo,N
Marco Buratti,Alberto Del Fra,P
Sharath Pankanti,Alberto Del Fra,N
Attila Kuba,Alberto Del Lungo,P
Elena Lodi,Alberto Del Lungo,P
Vito Di Gesù,Alberto Del Lungo,N
Margaret Martonosi,Alberto Del Lungo,P
Andrea Massa,Alberto Del Lungo,N
Joe Campbell,Alberto Del Lungo,P
Ronald de Wolf,Alberto Del Lungo,P
Ee-Peng Lim,Alberto Del Lungo,P
Lorenzo Moreno,Alberto F. Hamilton,P
Roberto L. Marichal,Alberto F. Hamilton,P
Tommy W. S. Chow,Alberto F. Hamilton,N
Christoph Benzmüller,Alberto F. Hamilton,P
Ee-Peng Lim,Alberto H. F. Laender,N
Roger H. L. Chiang,Alberto H. F. Laender,P
Eladio Gutiérrez,Alberto H. F. Laender,N
Han-Xiong Li,Alberto H. F. Laender,P
Andrea Serrani,Alberto Isidori,N
Claudio De Persis,Alberto Isidori,P
Lorenzo Marconi,Alberto Isidori,P
Jiping Liu,Alberto Isidori,N
Luca Benvenuti,Alberto L. Sangiovanni-Vincentelli,N
Shankar Sastry,Alberto L. Sangiovanni-Vincentelli,N
Orit Hazzan,Alberto L. Sangiovanni-Vincentelli,N
Doo-Hwan Bae,Alberto L. Sangiovanni-Vincentelli,N
Tomoyuki Nishita,Alberto Macii,P
Keechul Jung,Alberto Macii,N
Ewaryst Rafajlowicz,Alberto Macii,P
Frank S. Marzano,Alberto Macii,P
Miriam Di Ianni,Alberto Marchetti-Spaccamela,N
Rohini K. Srihari,Alberto Marchetti-Spaccamela,N
François Bousquet,Alberto Marchetti-Spaccamela,N
Maria Angeles Vázquez-Castro,Alberto Morello,N
Kemin Zhou,Alberto Morello,P
Vyacheslav V. Prelov,Alberto Morello,P
Ana Diánez,Alberto Márquez,P
Francisco Santos,Alberto Márquez,N
Martín Cera,Alberto Márquez,P
Kenichiro Tanabe,Alberto Márquez,P
Kamal Al-Haddad,Alberto Márquez,N
Christian Tahon,Alberto Márquez,P
Mark-Jan Nederhof,Alberto Pettorossi,P
Stefan Heinrich,Alberto Pettorossi,N
Biplab Sikdar,Alberto Pettorossi,P
Persi Diaconis,Alberto Pettorossi,N
Charles R. Meyer,Alberto Policriti,N
Tapas Kanungo,Alberto Policriti,P
Yi Zou,Alberto Porta,P
Renato A. Lewin,Alberto Porta,N
Terri K. Attwood,Alberto Porta,N
Yeung Yam,Alberto Porta,N
Mauro Di Marco,Alberto Tesi,N
Julio Angel Pardo,Alberto Tesi,P
Alessio Carullo,Alberto Vallan,P
Luca Callegaro,Alberto Vallan,P
Matteo Bertocco,Alberto Vallan,P
Keith Decker,Alberto Vallan,P
Suresh Venkatasubramanian,Alberto Vallan,N
Tamás D. Gedeon,Alberto Vallan,P
Jack H. Winters,Alberto Zanella,N
L. Paul Chew,Alberto Zanella,P
Ignasi Corbella,Albin J. Gasiewski,P
Naren Ramakrishnan,Albin J. Gasiewski,P
Gerd Kortuem,Albrecht Schmidt 0001,N
Lars Erik Holmquist,Albrecht Schmidt 0001,P
Alberto Vallan,Albrecht Schmidt 0001,P
Jianping Wu,Albrecht Schmidt 0001,N
Alberto Caprara,Alcherio Martinoli,N
A. K. Ray,Alcherio Martinoli,N
Andrew R. Nix,Alcherio Martinoli,P
Hiroshi Ishiguro,Alcherio Martinoli,N
Ephraim Nissan,Aldo Franco Dragoni,P
Paolo Giorgini,Aldo Franco Dragoni,N
Pauline van den Driessche,Aldo Franco Dragoni,N
Paola Velardi,Aldo Gangemi,N
Robert W. Brodersen,Aldo Gangemi,N
Carsten Bormann,Aldo Gangemi,N
Dennis S. Bernstein,Aldo Gangemi,N
Claudia A. Sagastizábal,Aldo Gangemi,P
Steve Reeves,Aldo Tagliani,P
Rob P. Stevenson,Aldo Tagliani,N
Zhisheng Niu,Aldo de Luca,P
Ravi Kannan,Aldo de Luca,N
Brian Whitworth,Aldo de Moor,N
Jia Li,Aldo de Moor,P
Patrice Séébold,Aldo de Moor,P
Giovanni Muscato,Aldo de Moor,N
Daniel Rueckert,Alejandro F. Frangi,P
Julia A. Schnabel,Alejandro F. Frangi,N
Jin-xuan Fang,Alejandro F. Frangi,P
Srinivas Devadas,Alejandro F. Frangi,N
Dimitris K. Agrafiotis,Alejandro F. Frangi,N
Hwan-Seung Yong,Alejandro F. Frangi,N
Rui Vilela Mendes,Alejandro F. Frangi,P
Francis C. M. Lau 0001,Alejandro F. Frangi,P
James A. Kadin,Alejandro J. Rodríguez-Luis,N
Terry A. McKee,Alejandro J. Rodríguez-Luis,N
Yutaka Akiyama,Alejandro J. Rodríguez-Luis,N
Sven Schuierer,Alejandro López-Ortiz,N
Therese C. Biedl,Alejandro López-Ortiz,N
Timothy M. Chan,Alejandro López-Ortiz,N
Arun Sharma,Alejandro López-Ortiz,N
Shin-Jia Hwang,Alejandro López-Ortiz,P
Gustavo Bergantiños,Alejandro Neme,P
Jorge Oviedo,Alejandro Neme,P
Béchir el Ayeb,Alejandro Neme,P
Minoru Asada,Aleksandar Dogandzic,P
Sy D. Friedman,Aleksandar Dogandzic,N
André Kempe,Aleksandar Dogandzic,N
Jens B. Schmitt,Aleksandar Dogandzic,P
Bertrand M. Hochwald,Aleksandar Dogandzic,P
Xiao Ma,Aleksandar Kavcic,N
Michael Mascagni,Aleksandar Kavcic,P
Dirk Reiners,Aleksandar Kavcic,P
H. Martin Bücker,Aleksandar Kavcic,N
Robert M. Davison,Aleksandar Kavcic,N
Marc Snir,Aleksandar Kavcic,P
Andrei Voronkov,Ales Leonardis,P
Fulvio Corno,Ales Ude,N
QianSheng Cheng,Alessandra Carbone,P
Patrick Amestoy,Alessandra Carbone,N
Kathrin Klamroth,Alessandra Carbone,P
Hidemitsu Ogawa,Alessandra Carbone,P
Yuri Kabanov,Alessandra Carbone,P
Aurelio Uncini,Alessandra Fanni,P
John M. Ward,Alessandra Fanni,P
Erchin Serpedin,Alessandra Fanni,P
Bradley C. Love,Alessandra Fanni,N
Heonshik Shin,Alessandra Flammini,P
Maneesh Agrawala,Alessandra Flammini,P
Stefan Dobrev,Alessandra Flammini,N
E. Eugene Schultz,Alessandra Flammini,P
Nam Soo Kim,Alessandra Palmigiano,N
Debashis Ghosh,Alessandra Palmigiano,N
Rudy Lauwereins,Alessandro Agnetis,N
Byounggu Choi,Alessandro Agnetis,P
Zvi Lotker,Alessandro Agnetis,P
Liu Hsu,Alessandro Astolfi,N
Youshen Xia,Alessandro Astolfi,N
Manfred Droste,Alessandro Astolfi,P
Michael A. Demetriou,Alessandro Astolfi,P
In Kyu Park,Alessandro Astolfi,N
Soondal Park,Alessandro Bogliolo,P
Zhenjiang Hu,Alessandro Bogliolo,P
Lars Mathiassen,Alessandro Bogliolo,N
Umberto Spagnolini,Alessandro Casavola,N
Giorgio Picci,Alessandro Chiuso,N
Jie Yang 0001,Alessandro Chiuso,N
Armin Biere,Alessandro Cimatti,P
Marco Pistore,Alessandro Cimatti,P
Joseph S. B. Mitchell,Alessandro Cimatti,P
Uday B. Desai,Alessandro Cimatti,N
Valerie E. Taylor,Alessandro Cimatti,N
Rong-Jong Wai,Alessandro Cimatti,P
Jean Scholtz,Alessandro Cimatti,N
Ming Zhang,Alessandro De Angelis,N
Evelina Lamma,Alessandro De Gloria,P
Yuji Oie,Alessandro De Gloria,P
Joseph P. Loyall,Alessandro De Gloria,P
Michael B. Pursley,Alessandro De Luca 0001,P
Ravi Kannan,Alessandro De Luca 0001,P
Asoo J. Vakharia,Alessandro De Luca 0001,P
Carlo Muscas,Alessandro Ferrero,P
Ana María Moreno 0001,Alessandro Ferrero,N
Koichi Yamazaki,Alessandro Ferrero,P
Vikram S. Adve,Alessandro Ferrero,N
Weng-Long Chang,Alessandro Ferrero,N
Bruno Gaujal,Alessandro Giua,P
Steven W. McLaughlin,Alessandro Giua,N
Shaaron Ainsworth,Alessandro Giua,P
José H. Canós,Alessandro Giua,P
Mi Lu,Alessandro Giua,P
Yuan Yan Tang,Alessandro Giua,P
Fei-Yue Wang,Alessandro Giua,P
Luigi V. Mancini,Alessandro Mei,P
Romeo Rizzi,Alessandro Mei,N
Javier F. Rosenblueth,Alessandro Mei,N
Wilhelm G. Spruth,Alessandro Mei,P
Mark C. Little,Alessandro Mei,N
Deepa Kundur,Alessandro Neri,N
Patrizio Campisi,Alessandro Neri,P
W. Neville Holmes,Alessandro Neri,P
Andrzej Czyzewski,Alessandro Neri,N
Sotiris E. Nikoletseas,Alessandro Neri,P
Madhav V. Marathe,Alessandro Panconesi,P
Romeo Rizzi,Alessandro Panconesi,P
Rogelio Lozano,Alessandro Panconesi,P
Heribert Vollmer,Alessandro Panconesi,N
Subhashis Banerjee,Alessandro Panconesi,P
Ettore Bolisani,Alessandro Piva,P
Laurence Cholvy,Alessandro Piva,P
Sanjay Jha,Alessandro Piva,P
Hitoshi Sasaki,Alessandro Rizzi,P
Tieniu Tan,Alessandro Rizzi,N
Daniel Cohen-Or,Alessandro Rizzi,P
Maria Gabriella Xibilia,Alessandro Rizzo,P
Paolo Arena,Alessandro Rizzo,N
Michael Elad,Alessandro Rizzo,N
Rastislav Kralovic,Alessandro Roncato,N
Hal A. Kierstead,Alessandro Roncato,N
Evelyn Camon,Alessandro Roncato,P
David Hawking,Alessandro Saffiotti,N
Michael T. Goodrich,Alessandro Saffiotti,N
Ah Chung Tsoi,Alessandro Sperduti,N
Shinn-Ying Ho,Alessandro Sperduti,P
Steven Awodey,Alessandro Treves,N
Seong-Whan Lee,Alessandro Verri,N
Kamal Jain,Alessandro Verri,N
Jenö Lehel,Alessandro Verri,N
David Page,Alessandro Verri,N
Eric Galin,Alessio Carullo,N
Asoo J. Vakharia,Alessio Carullo,N
Gholamreza Torkzadeh,Alessio Lomuscio,N
Kent A. Walstrom,Alessio Lomuscio,P
Frank R. Kschischang,Alessio Lomuscio,P
Andris Ambainis,Alessio Lomuscio,N
Guojun Wang,Alessio Lomuscio,P
Alessandro Sperduti,Alessio Micheli,N
Shaun Quegan,Alessio Micheli,N
David Poole 0001,Alessio Micheli,P
Gregory M. Nielson,Alessio Micheli,P
Colin Tattersall,Alessio Micheli,N
Christina M. Mynhardt,Alewyn P. Burger,N
William D. Weakley,Alewyn P. Burger,P
Frank Eisenhaber,Alewyn P. Burger,P
Ashish Ghosh,Alex Alves Freitas,N
Paolo Penna,Alex Alves Freitas,P
Minoru Okada,Alex Alves Freitas,P
Ion Petre,Alex Alves Freitas,P
Kon Max Wong,Alex B. Gershman,N
Dimitrios I. Fotiadis,Alex B. Gershman,P
Konstantinos Paparrizos,Alex B. Gershman,P
Ivana Kolingerová,Alex B. Gershman,P
Judith Bayard Cushing,Alex B. Gershman,N
Paula Kotzé,Alex B. Gershman,P
Emanuel Samouilidis,Alex B. Gershman,P
Florence Servant,Alex Bateman,P
Laurent Falquet,Alex Bateman,P
Nicola J. Mulder,Alex Bateman,P
Petter Gottschalk,Alex Bateman,N
Salvatore T. March,Alex Bateman,N
Haim Kaplan,Alex Bateman,N
Huanshui Zhang,Alex Bateman,P
Dawei Song 0001,Alex Biryukov,P
Yonghuai Liu,Alex Biryukov,P
Roger Calantone,Alex Biryukov,N
Madhumangal Pal,Alex Biryukov,P
Keiki Takadama,Alex Biryukov,N
Erina Ferro,Alex Biryukov,P
Nicholas Pippenger,Alex Brodsky,P
Ying-Chang Liang,Alex C. Kot,N
Yau-Tarng Juang,Alex C. Kot,N
Graham R. Brightwell,Alex D. Scott,P
Imre Leader,Alex D. Scott,P
Yoshiharu Kohayakawa,Alex D. Scott,P
David R. Wood,Alex D. Scott,N
Odysseas G. Koufopavlou,Alex D. Scott,N
Bernard T. Han,Alex D. Scott,N
Mirka Miller,Alex Dekhtyar,N
Subbiah Soundaralakshmi,Alex Dekhtyar,N
Elena Messina,Alex Dekhtyar,N
Michita Imai,Alex Delis,P
Joaquín Dopazo,Alex Delis,N
David H. Owens 0001,Alex Doboli,N
Paolo Gamba,Alex Doboli,P
Ramesh Karri,Alex Doboli,N
Irina E. Bocharova,Alex H. B. Duffy,P
Hyeong-Ah Choi,Alex H. B. Duffy,N
Irit Dinur,Alex H. B. Duffy,N
Daniel N. Rockmore,Alex Hills,N
Tal Rabin,Alex Hills,P
Max H. Garzon,Alex Hills,P
Balasubramaniam Ramesh,Alex Hills,P
James A. Hendler,Alex Hills,N
Daryl R. Kipke,Alex Hills,N
Ernst L. Leiss,Alex J. Grant,N
Andrzej Ruszczynski,Alex J. Grant,N
Vivek De,Alex K. Simpson,P
Yuan Xu,Alex K. Simpson,P
Magnus Egerstedt,Alex K. Simpson,P
Alexander V. Veidenbaum,Alex Orailoglu,N
Ismet Bayraktaroglu,Alex Orailoglu,N
Marcelo Lubaszewski,Alex Orailoglu,P
Roberta Lamb,Alex Orailoglu,P
Chris D. Godsil,Alex Orailoglu,P
Gerardo Canfora,Alex Orailoglu,P
Gregory Z. Gutin,Alex Orailoglu,N
Michael Ulbrich,Alex Pang,N
Charles Curtis Lindner,Alex Pang,N
Kazuhiko Iwasaki,Alex Pang,P
Adrian Munteanu 0001,Alex Pang,N
Claudio Hermida,Alex Povitsky,N
Rakesh V. Vohra,Alex Povitsky,N
Aart Blokhuis,Alex Povitsky,P
Xilin Chen,Alex Waibel,N
Robert C. Kirby,Alex Waibel,N
Jean-Eric Pin,Alex Waibel,P
Volker Diekert,Alex Waibel,N
Casimir A. Kulikowski,Alexa T. McCray,P
Elske Ammenwerth,Alexa T. McCray,N
Petra Knaup,Alexa T. McCray,P
Reinhold Haux,Alexa T. McCray,N
Konstantinos I. Diamantaras,Alexa T. McCray,N
Jean-Marie Proth,Alexa T. McCray,N
Aniruddha Datta,Alexa T. McCray,P
Alexander G. Belyaev,Alexander A. Pasko,N
Jesper Buus Nielsen,Alexander A. Pasko,P
