author,id_article,year
Wenceslas Fernandez de la Vega,journals/eccc/ECCC-TR02-044,2002
Marek Karpinski,journals/eccc/ECCC-TR02-044,2002
Piotr Berman,journals/eccc/ECCC-TR01-097,2001
Marek Karpinski,journals/eccc/ECCC-TR01-097,2001
Lars Engebretsen,journals/eccc/ECCC-TR02-030,2002
Alexander Russell,journals/eccc/ECCC-TR02-030,2002
Stasys Jukna,journals/eccc/ECCC-TR01-039,2001
Stanislav Zák,journals/eccc/ECCC-TR01-039,2001
Gerhard J. Woeginger,journals/eccc/ECCC-TR01-085,2001
Gerhard J. Woeginger,journals/eccc/ECCC-TR01-084,2001
Irit Dinur,journals/eccc/ECCC-TR01-104,2001
Shmuel Safra,journals/eccc/ECCC-TR01-104,2001
Stephen A. Fenner,journals/eccc/ECCC-TR02-036,2002
Michael Schmitt 0001,journals/eccc/ECCC-TR01-045,2001
Oded Goldreich 0001,journals/eccc/ECCC-TR01-080,2001
Howard J. Karloff,journals/eccc/ECCC-TR01-080,2001
Leonard J. Schulman,journals/eccc/ECCC-TR01-080,2001
Luca Trevisan,journals/eccc/ECCC-TR01-080,2001
Marek Karpinski,journals/eccc/ECCC-TR01-042,2001
Wolfgang Maass 0001,journals/eccc/ECCC-TR01-070,2001
Ronald Cramer,journals/eccc/ECCC-TR01-072,2001
Victor Shoup,journals/eccc/ECCC-TR01-072,2001
Alexander Shen,journals/eccc/ECCC-TR01-088,2001
Nikolai K. Vereshchagin,journals/eccc/ECCC-TR01-088,2001
Chris Pollett,journals/eccc/ECCC-TR02-013,2002
Farid M. Ablayev,journals/eccc/ECCC-TR02-013,2002
Cristopher Moore,journals/eccc/ECCC-TR02-013,2002
Jörg Rothe,journals/eccc/ECCC-TR01-096,2001
Michael E. Whitman,journals/jcis/WhitmanPB01,2001
Catherine M. Beise,journals/jcis/WhitmanPB01,2001
Richard G. Vedder,journals/jcis/VedderG01,2001
Carl Stephen Guynes,journals/jcis/VedderG01,2001
Dale Young,journals/jcis/Young02,2002
David C. Yen,journals/jcis/LingY01,2001
J. Ellis Blanton,journals/jcis/TrimmerDB02,2002
Rosemary H. Wild,journals/jcis/GriggsWL02,2002
Eldon Y. Li,journals/jcis/GriggsWL02,2002
Jay E. Aronson,journals/jcis/McCarthyA01,2001
Keng Siau,journals/jcis/NahSTL02,2002
Mark I. Hwang,journals/jcis/HwangC02,2002
James J. Cappel,journals/jcis/HwangC02,2002
Clyde W. Holsapple,journals/jcis/AllardH02,2002
Charles A. Snyder,journals/jcis/KahaiSC02,2002
Houston H. Carr,journals/jcis/KahaiSC02,2002
William E. Spangler,journals/jcis/SpanglerG01,2001
Douglas B. Bock,journals/jcis/BockY02,2002
William R. King,journals/jcis/KingP01,2001
Barbara D. Klein,journals/jcis/Klein01,2001
Jennifer Kreie,journals/jcis/MerchantKC01,2001
Timothy Paul Cronan,journals/jcis/MerchantKC01,2001
George Wright,journals/jcis/SimW02,2002
Hsiangchu Lai,journals/jcis/LaiC02,2002
Randall S. Sexton,journals/jcis/SextonHMS01,2001
John W. Satzinger,journals/jcis/SextonHMS01,2001
R. Brent Gallupe,journals/jcis/ParentNG02,2002
Sherry D. Ryan,journals/jcis/RyanP01,2001
Victor R. Prybutok,journals/jcis/RyanP01,2001
David E. Douglas,journals/jcis/Douglas02,2002
David C. Yen,journals/jcis/TanYF02,2002
Louis Raymond,journals/jcis/RaymondBA01,2001
Frederick Gallegos,journals/jcis/GallegosL01,2001
Wenhong Luo,journals/jcis/ChenLL02,2002
Randy Ryker,journals/jcis/RykerLMC02,2002
David C. Yen,journals/jcis/LeeYHK01,2001
Gwo-Hshiung Tzeng,journals/jcis/SheeT02,2002
Victor R. Prybutok,journals/jcis/PrybutokRC01,2001
Mark N. Frolick,journals/jcis/PiersonFC01,2001
Ranjit Bose,journals/jcis/Bose02,2002
Cynthia K. Riemenschneider,journals/jcis/Riemenschneider01,2001
Bill C. Hardgrave,journals/jcis/Riemenschneider01,2001
T. M. Rajkumar,journals/jcis/BenamatiR02,2002
Jay Liebowitz,journals/jcis/Liebowitz02,2002
James J. Cappel,journals/jcis/Cappel02,2002
Mohamed Zairi,journals/jcis/Al-MashariZA02,2002
Cynthia K. Riemenschneider,journals/jcis/Riemenschneider02,2002
Chao-Ton Su,journals/jcis/SuHT02,2002
Richard A. Johnson,journals/jcis/Johnson02,2002
Antonis C. Stylianou,journals/jcis/RobbinsS02,2002
Kent A. Walstrom,journals/jcis/SullivanW01,2001
Sajjad Zahir,journals/jcis/Zahir02,2002
Peter Middleton,journals/jcis/Middleton01,2001
Vijayan Sugumaran,journals/jcis/Sugumaran02,2002
Shailendra C. Palvia,journals/jcis/Palvia01,2001
Niv Ahituv,journals/jcis/AhituvNZ02,2002
Seev Neumann,journals/jcis/AhituvNZ02,2002
Moshe Zviran,journals/jcis/AhituvNZ02,2002
Sajjad Zahir,journals/jcis/ZahirD02,2002
Chang Liu,journals/jcis/LiuA02,2002
Kirk P. Arnett,journals/jcis/LiuA02,2002
Chinho Lin,journals/jcis/LinHWL02,2002
Petter Gottschalk,journals/jcis/GottschalkK02,2002
Ronald Dattero,journals/jcis/GalupD01,2001
Barbara D. Klein,journals/jcis/Klein02,2002
David C. Yen,journals/jcis/LingYC01,2001
David C. Chou,journals/jcis/LingYC01,2001
Parag C. Pendharkar,journals/jcis/PendharkarS02,2002
Girish H. Subramanian,journals/jcis/PendharkarS02,2002
Arup Mukherjee,journals/jcis/Mukherjee02,2002
Girish H. Subramanian,journals/jcis/SubramanianN01,2001
John T. Nosek,journals/jcis/SubramanianN01,2001
Chuangyin Dang,journals/jcis/YeD02,2002
Ravindra Krovi,journals/jcis/DunningVKK01,2001
Ye-Sho Chen,journals/jcis/ChenCC01,2001
P. Pete Chong,journals/jcis/ChenCC01,2001
Parag C. Pendharkar,journals/jcis/PendharkarKR01,2001
Carl Stephen Guynes,journals/jcis/ClineG01,2001
Gerald V. Post,journals/jcis/PostK01,2001
Albert Kagan,journals/jcis/PostK01,2001
Morgan M. Shepherd,journals/jcis/MartzS01,2001
Chang Liu,journals/jcis/LiuACT01,2001
Kirk P. Arnett,journals/jcis/LiuACT01,2001
Karen A. Forcht,journals/jcis/ForchtA01,2001
J. Ellis Blanton,journals/jcis/SchambachB01,2001
Albert H. Huang,journals/jcis/Huang01,2001
Minder Chen,journals/jcis/ChenL02,2002
Yihwa Irene Liou,journals/jcis/ChenL02,2002
Jaideep Motwani,journals/jcis/MirchandaniM01,2001
Jay F. Nunamaker Jr.,journals/jcis/Nunamaker01,2001
Eldon Y. Li,journals/jcis/LiCR01,2001
Houn-Gee Chen,journals/jcis/LiCR01,2001
Pradip Sircar,journals/jfi/SharmaS01,2001
Jingcheng Wang,journals/jfi/LiWS02,2002
Chee-Fai Yung,journals/jfi/LiYS01,2001
Hsin-Teng Sheu,journals/jfi/LiYS01,2001
George E. Antoniou,journals/jfi/Antoniou01,2001
José Álvarez-Ramírez,journals/jfi/Alvarez-Ramirez02,2002
Rodolfo Suárez,journals/jfi/Alvarez-Ramirez02,2002
George Leitmann,journals/jfi/ReithmeierL01,2001
Leang-San Shieh,journals/jfi/ChenTS02,2002
York-Yih Sun,journals/jfi/TsaiSS01,2001
Eduardo D. Sontag,journals/jfi/SontagI02,2002
Robert E. Skelton,journals/jfi/SkeltonPM01,2001
George C. Verghese,journals/jfi/HadjicostisV02,2002
S. Sitharama Iyengar,journals/jfi/QiIC01,2001
Krishnendu Chakrabarty,journals/jfi/QiIC01,2001
Barry G. Sherlock,journals/jfi/SherlockK02,2002
Michael G. Safonov,journals/jfi/JunS01,2001
Krishnendu Chakrabarty,journals/jfi/SwaminathanC01,2001
Christopher I. Byrnes,journals/jfi/ByrnesHMS01,2001
Xiaoming Hu,journals/jfi/ByrnesHMS01,2001
Clyde F. Martin,journals/jfi/ByrnesHMS01,2001
Athina P. Petropulu,journals/jfi/BradaricPD02,2002
Konstantinos I. Diamantaras,journals/jfi/BradaricPD02,2002
Chyi Hwang,journals/jfi/YangH02,2002
Konrad Reif,journals/jfi/Reif01,2001
Friedrich Pfeiffer,journals/jfi/Haj-FrajP01,2001
Saleh A. Alshebeili,journals/jfi/Alshebeili01,2001
David D. Sworder,journals/jfi/SworderB02,2002
John E. Boyd,journals/jfi/SworderB02,2002
Boualem Boashash,journals/jfi/HussainB02,2002
Richard J. Kozick,journals/jfi/Kozick01,2001
Thomas T. Hewett,journals/jfi/HewettM02,2002
José Rodellar,journals/jfi/LuoRVS01,2001
Josep Vehí,journals/jfi/LuoRVS01,2001
Manuel de la Sen,journals/jfi/LuoRVS01,2001
Bin Jiang,journals/jfi/JiangW02,2002
Jian Liang Wang,journals/jfi/JiangW02,2002
Bo Hu,journals/jfi/ZhaiHYM01,2001
Anthony N. Michel,journals/jfi/ZhaiHYM01,2001
Maurice F. Aburdene,journals/jfi/AburdeneMJ02,2002
Rabinder N. Madan,journals/jfi/AburdeneMJ02,2002
Vladimir Lyandres,journals/jfi/KontorovichL02,2002
Vladimir L. Kharitonov,journals/jfi/Fernandez-Anaya02,2002
Luc Knockaert,journals/jfi/Knockaert02,2002
Gerard G. L. Meyer,journals/jfi/DunnM01,2001
James J. Lu,journals/jfi/LeachLMR01,2001
Neil V. Murray,journals/jfi/LeachLMR01,2001
Erik Rosenthal,journals/jfi/LeachLMR01,2001
P. P. Vaidyanathan,journals/jfi/TkacenkoV01,2001
Ioannis E. Pountourakis,journals/jfi/Pountourakis02,2002
Hassan Hammouri,journals/jfi/HammouriKOB02,2002
Yong-Yan Cao,journals/jfi/HuCCS02,2002
Berkant Tacer,journals/jfi/TacerL01,2001
Patrick J. Loughlin,journals/jfi/TacerL01,2001
Morten Hertzum,journals/iando/Hertzum02,2002
Sandeep Purao,journals/iando/PuraoRB02,2002
Matti Rossi,journals/iando/PuraoRB02,2002
Sundeep Sahay,journals/iando/NicholsonS01,2001
Geoff Walsham,journals/iando/HayesW01,2001
Felix Stalder,journals/iando/HolmstromS01,2001
John Mingers,journals/iando/Mingers01,2001
Lucas D. Introna,journals/iando/Introna02,2002
Michael S. H. Heng,journals/iando/PetersHV02,2002
Wanda J. Orlikowski,journals/iando/SchultzeO01,2001
Monica Divitini,journals/iando/DivitiniS01,2001
Carla Simone,journals/iando/DivitiniS01,2001
Daniel Robey,journals/iando/Robey01,2001
Daniel Robey,journals/iando/Robey02,2002
Mike Phillips,journals/creativity/Phillips01a,2001
Mike Phillips,journals/creativity/Phillips01,2001
Stuart Mealing,journals/creativity/Mealing01,2001
Jonas Löwgren,journals/creativity/Lowgren02,2002
Sue Gollifer,journals/creativity/Gollifer01,2001
Eyas El-Qawasmeh,journals/creativity/El-Qawasmeh02,2002
Mary C. Dyson,journals/creativity/CosioD02,2002
Colin Beardon,journals/creativity/Beardon02,2002
Tereza G. Kirner,journals/creativity/WazlawickKFS02,2002
Sue Cobb,journals/creativity/CobbBEGKNPBHMRW02,2002
Steve Benford,journals/creativity/CobbBEGKNPBHMRW02,2002
Gail Reynard,journals/creativity/CobbBEGKNPBHMRW02,2002
John R. Wilson,journals/creativity/CobbBEGKNPBHMRW02,2002
Jonas Löwgren,journals/creativity/GislenL02,2002
John McKay,journals/creativity/McKay01,2001
Dirk Fox,journals/dud/Fox02c,2002
Rüdiger Grimm,journals/dud/GrimmN02,2002
Marit Köhntopp,journals/dud/WenningK01,2001
Jörn Müller-Quade,journals/dud/GeiselmannMSB02,2002
Rainer Steinwandt,journals/dud/GeiselmannMSB02,2002
Thomas Beth,journals/dud/GeiselmannMSB02,2002
Dirk Fox,journals/dud/Fox01,2001
Johann Bizer,journals/dud/Bizer02l,2002
Johann Bizer,journals/dud/Bizer02o,2002
Marit Köhntopp,journals/dud/Kohntopp02,2002
Karl Rihaczek,journals/dud/Rihaczek01a,2001
Johann Bizer,journals/dud/Bizer01,2001
Joachim Jacob,journals/dud/Jacob01,2001
Thilo Weichert,journals/dud/Weichert02b,2002
Johann Bizer,journals/dud/Bizer01i,2001
Stefan Lucks,journals/dud/LucksW02,2002
Rüdiger Weis,journals/dud/LucksW02,2002
Karl Rihaczek,journals/dud/Rihaczek02c,2002
Alexander Roßnagel,journals/dud/Rossnagel02,2002
Rainer Steinwandt,journals/dud/GeiselmannS01,2001
Stefan Kelm,journals/dud/GerlingK01,2001
Thilo Weichert,journals/dud/Weichert02c,2002
Karl Rihaczek,journals/dud/Rihaczek02f,2002
Karl Rihaczek,journals/dud/Rihaczek01k,2001
Thilo Weichert,journals/dud/Weichert02a,2002
Alfred Büllesbach,journals/dud/BullesbachH01,2001
Johann Bizer,journals/dud/Bizer02,2002
Dirk Fox,journals/dud/Fox02b,2002
Alexander Roßnagel,journals/dud/RossnagelPG01,2001
Andreas Pfitzmann,journals/dud/RossnagelPG01,2001
Hans-Jürgen Garstka,journals/dud/RossnagelPG01,2001
Karl Rihaczek,journals/dud/Rihaczek02i,2002
Dirk Fox,journals/dud/Fox01b,2001
Karl Rihaczek,journals/dud/Rihaczek01b,2001
Dirk Fox,journals/dud/Fox01e,2001
Dirk Fox,journals/dud/Fox01a,2001
Thilo Weichert,journals/dud/Weichert02,2002
Karl Rihaczek,journals/dud/Rihaczek01g,2001
Dirk Fox,journals/dud/Fox01d,2001
Stefan Kelm,journals/dud/Kelm01,2001
Johann Bizer,journals/dud/Bizer02b,2002
Helmut Bäumler,journals/dud/Baumler01d,2001
Dirk Fox,journals/dud/Fox01f,2001
Dirk Fox,journals/dud/Fox01g,2001
Karl Rihaczek,journals/dud/Rihaczek01i,2001
Karl Rihaczek,journals/dud/Rihaczek02h,2002
Helmut Bäumler,journals/dud/Baumler01c,2001
Dirk Fox,journals/dud/Fox01j,2001
Johann Bizer,journals/dud/Bizer02h,2002
Karl Rihaczek,journals/dud/Rihaczek02b,2002
Karl Rihaczek,journals/dud/Rihaczek02j,2002
Johann Bizer,journals/dud/Bizer01g,2001
Johann Bizer,journals/dud/Bizer01j,2001
Johann Bizer,journals/dud/Bizer01c,2001
Dirk Fox,journals/dud/BourseauFT02,2002
Christoph Thiel,journals/dud/BourseauFT02,2002
Andreas Bertsch,journals/dud/BertschS01,2001
Friedrich von Zezschwitz,journals/dud/Zezschwitz01,2001
Helmut Heil,journals/dud/GerholdH01,2001
Rüdiger Weis,journals/dud/WeisL01,2001
Stefan Lucks,journals/dud/WeisL01,2001
Johann Bizer,journals/dud/Bizer02k,2002
Dirk Fox,journals/dud/Fox02d,2002
Karl Rihaczek,journals/dud/Rihaczek02,2002
Thilo Weichert,journals/dud/Weichert01,2001
Dirk Fox,journals/dud/Fox02e,2002
Alexander Dix,journals/dud/Dix01,2001
Johann Bizer,journals/dud/Bizer02e,2002
Johann Bizer,journals/dud/Bizer02m,2002
Andreas Bertsch,journals/dud/BertschFM02,2002
Johann Bizer,journals/dud/Bizer01a,2001
Volker Hammer,journals/dud/Hammer01,2001
Johann Bizer,journals/dud/BizerP01,2001
Johann Bizer,journals/dud/Bizer02a,2002
Patrick Horster,journals/dud/HorsterT02,2002
Dirk Fox,journals/dud/Fox02,2002
Marie-Theres Tinnefeld,journals/dud/TinnefeldW01,2001
Johann Bizer,journals/dud/Bizer02n,2002
Johann Bizer,journals/dud/Bizer01d,2001
Karl Rihaczek,journals/dud/Rihaczek02g,2002
Johann Bizer,journals/dud/Bizer01e,2001
Helmut Bäumler,journals/dud/Baumler02c,2002
Johann Bizer,journals/dud/Bizer02q,2002
Johann Bizer,journals/dud/Bizer02j,2002
Helmut Bäumler,journals/dud/Baumler02,2002
Johann Bizer,journals/dud/Bizer01b,2001
Andreas Bertsch,journals/dud/BertschBF02,2002
Dirk Fox,journals/dud/BertschBF02,2002
Karl Rihaczek,journals/dud/Rihaczek02a,2002
Johann Bizer,journals/dud/Bizer02p,2002
Helmut Bäumler,journals/dud/BaumlerTL02,2002
Marie-Theres Tinnefeld,journals/dud/BaumlerTL02,2002
Dirk Fox,journals/dud/Fox01c,2001
Astrid Albrecht,journals/dud/Albrecht02,2002
Sachar Paulus,journals/dud/Paulus01,2001
Karl Rihaczek,journals/dud/Rihaczek01f,2001
Stefan Kelm,journals/dud/GerlingK02,2002
Dirk Fox,journals/dud/Fox01h,2001
Karl Rihaczek,journals/dud/Rihaczek01j,2001
Dirk Fox,journals/dud/Fox02a,2002
Johann Bizer,journals/dud/Bizer02d,2002
Karl Rihaczek,journals/dud/Rihaczek01e,2001
Alexander Dix,journals/dud/Dix02,2002
Karl Rihaczek,journals/dud/Rihaczek01d,2001
Helmut Bäumler,journals/dud/Baumler01a,2001
Johann Bizer,journals/dud/Bizer02g,2002
Helmut Bäumler,journals/dud/Baumler02a,2002
Marie-Theres Tinnefeld,journals/dud/Tinnefeld02,2002
Karl Rihaczek,journals/dud/Rihaczek01,2001
Johann Bizer,journals/dud/BizerG02,2002
Rüdiger Grimm,journals/dud/BizerG02,2002
Dirk Fox,journals/dud/Fox01i,2001
Johann Bizer,journals/dud/Bizer02c,2002
Alexander Roßnagel,journals/dud/Rossnagel01,2001
Johann Bizer,journals/dud/Bizer02i,2002
Johann Bizer,journals/dud/Bizer01h,2001
Helmut Bäumler,journals/dud/Baumler01,2001
Karl Rihaczek,journals/dud/Rihaczek01h,2001
Johann Bizer,journals/dud/Bizer02r,2002
Karl Rihaczek,journals/dud/Rihaczek02e,2002
Marie-Theres Tinnefeld,journals/dud/Tinnefeld01,2001
Alexander Roßnagel,journals/dud/RossnagelY02,2002
Thilo Weichert,journals/dud/Weichert01a,2001
Ulrich Pordesch,journals/dud/BrandnerPRS02,2002
Alexander Roßnagel,journals/dud/BrandnerPRS02,2002
Helmut Bäumler,journals/dud/Baumler02b,2002
Karl Rihaczek,journals/dud/Rihaczek02k,2002
Johann Bizer,journals/dud/Bizer02f,2002
Hiroyuki Matsumoto,journals/dud/MatsumotoMYH02,2002
Johann Bizer,journals/dud/Bizer01f,2001
Dirk Fox,journals/dud/Fox02f,2002
Andreas Pfitzmann,journals/dud/Pfitzmann01,2001
Helmut Heil,journals/dud/Heil01,2001
Karl Rihaczek,journals/dud/Rihaczek01c,2001
Karl Rihaczek,journals/dud/Rihaczek02d,2002
Helmut Bäumler,journals/dud/Baumler01b,2001
Lyn Robinson,journals/aslib/RobinsonB01,2001
David Bawden,journals/aslib/RobinsonB01,2001
Lyn Robinson,journals/aslib/RobinsonB02,2002
David Bawden,journals/aslib/RobinsonB02,2002
Tamara Eisenschitz,journals/aslib/Eisenschitz02,2002
David Nicholas,journals/aslib/ScullionN01,2001
Paul Huntington,journals/aslib/RamsayH01,2001
Peter Williams,journals/aslib/WilliamsNHG02,2002
David Nicholas,journals/aslib/WilliamsNHG02,2002
Paul Huntington,journals/aslib/WilliamsNHG02,2002
David Bawden,journals/aslib/Bawden01,2001
David Nicholas,journals/aslib/GunterNHW02,2002
Paul Huntington,journals/aslib/GunterNHW02,2002
Peter Williams,journals/aslib/GunterNHW02,2002
Peter Williams,journals/aslib/Williams01,2001
Peter Williams,journals/aslib/IrvineW02,2002
David Nicholas,journals/aslib/MonopoliNGK02,2002
David Nicholas,journals/aslib/NicholasHW02,2002
Paul Huntington,journals/aslib/NicholasHW02,2002
Peter Williams,journals/aslib/NicholasHW02,2002
Mike Thelwall,journals/aslib/Thelwall01,2001
John Kirriemuir,journals/aslib/Kirriemuir01,2001
Timothy C. Craven,journals/aslib/Craven01,2001
Peter Williams,journals/aslib/ThompsonWNH02,2002
David Nicholas,journals/aslib/ThompsonWNH02,2002
Paul Huntington,journals/aslib/ThompsonWNH02,2002
David Nicholas,journals/aslib/NicholasHWG02,2002
Paul Huntington,journals/aslib/NicholasHWG02,2002
Peter Williams,journals/aslib/NicholasHWG02,2002
Michel J. Menou,journals/aslib/Menou01,2001
Ralph Adam,journals/aslib/Adam02,2002
Mike Thelwall,journals/aslib/Thelwall02,2002
Rik Van de Walle,journals/aslib/BekaertVRSKW02,2002
David Nicholas,journals/aslib/MonopoliN01,2001
Charles Oppenheim,journals/aslib/MallonO02,2002
David Nicholas,journals/aslib/NicholasHW01,2001
Paul Huntington,journals/aslib/NicholasHW01,2001
Peter Williams,journals/aslib/NicholasHW01,2001
Brad A. Myers,journals/toplas/ZandenHMMMSGK01,2001
Richard G. McDaniel,journals/toplas/ZandenHMMMSGK01,2001
Pedro A. Szekely,journals/toplas/ZandenHMMMSGK01,2001
Dario A. Giuse,journals/toplas/ZandenHMMMSGK01,2001
Kwang-Moo Choe,journals/toplas/KimC01,2001
Jay Hoeflinger,journals/toplas/PaekHP02,2002
David A. Padua,journals/toplas/PaekHP02,2002
Lawrence C. Paulson,journals/toplas/Paulson01,2001
Dominic Duggan,journals/toplas/Duggan02,2002
Sandro Etalle,journals/toplas/EtalleGM01,2001
Maurizio Gabbrielli,journals/toplas/EtalleGM01,2001
Maria Chiara Meo,journals/toplas/EtalleGM01,2001
Kathryn S. McKinley,journals/toplas/DiwanMM01,2001
J. Eliot B. Moss,journals/toplas/DiwanMM01,2001
Sophia Drossopoulou,journals/toplas/DrossopoulouDDG02,2002
Mariangiola Dezani-Ciancaglini,journals/toplas/DrossopoulouDDG02,2002
Paola Giannini,journals/toplas/DrossopoulouDDG02,2002
Mark van den Brand,journals/toplas/BrandHKO02,2002
Jan Heering,journals/toplas/BrandHKO02,2002
Paul Klint,journals/toplas/BrandHKO02,2002
David B. Whalley,journals/toplas/YangUW02,2002
Ugo Montanari,journals/toplas/BistarelliR01,2001
Francesca Rossi,journals/toplas/BistarelliR01,2001
Frank Mueller,journals/toplas/UngerM02,2002
Thomas A. Henzinger,journals/toplas/HenzingerQRT02,2002
Gopal Gupta,journals/toplas/GuptaPACH01,2001
Enrico Pontelli,journals/toplas/GuptaPACH01,2001
Khayri A. M. Ali,journals/toplas/GuptaPACH01,2001
Manuel V. Hermenegildo,journals/toplas/GuptaPACH01,2001
Craig Chambers,journals/toplas/GroveC01,2001
José M. Llabería,journals/toplas/JimenezLF02,2002
K. Rustan M. Leino,journals/toplas/LeinoN02,2002
Greg Nelson,journals/toplas/LeinoN02,2002
Benjamin C. Pierce,journals/toplas/IgarashiPW01,2001
Philip Wadler,journals/toplas/IgarashiPW01,2001
Henri E. Bal,journals/toplas/MaassenNVBKJH01,2001
Thilo Kielmann,journals/toplas/MaassenNVBKJH01,2001
Ceriel J. H. Jacobs,journals/toplas/MaassenNVBKJH01,2001
Rutger F. H. Hofman,journals/toplas/MaassenNVBKJH01,2001
Shmuel Sagiv,journals/toplas/SagivRW02,2002
Thomas W. Reps,journals/toplas/SagivRW02,2002
Reinhard Wilhelm,journals/toplas/SagivRW02,2002
Keith D. Cooper,journals/toplas/CooperSV01,2001
Krishna V. Palem,journals/toplas/LeungPP01,2001
Amir Pnueli,journals/toplas/LeungPP01,2001
Barbara G. Ryder,journals/toplas/RyderLSZA01,2001
William Landi,journals/toplas/RyderLSZA01,2001
Miguel Toro,journals/toplas/CorchueloPRT02,2002
Rajeev Alur,journals/toplas/AlurY01,2001
Mihalis Yannakakis,journals/toplas/AlurY01,2001
PeiZong Lee,journals/toplas/LeeK02,2002
Zvi M. Kedem,journals/toplas/LeeK02,2002
G. Ramalingam,journals/toplas/Ramalingam02,2002
Matthew Hennessy,journals/toplas/HennessyR02,2002
Kathleen Fisher,journals/toplas/FisherP02,2002
Benjamin C. Pierce,journals/toplas/FisherP02,2002
Frank Tip,journals/toplas/TipSLES02,2002
Chris Laffra,journals/toplas/TipSLES02,2002
Andrew W. Appel,journals/toplas/AppelM01,2001
David A. McAllester,journals/toplas/AppelM01,2001
Paul C. Attie,journals/toplas/AttieE01,2001
E. Allen Emerson,journals/toplas/AttieE01,2001
Christopher League,journals/toplas/LeagueST02,2002
Zhong Shao,journals/toplas/LeagueST02,2002
Valery Trifonov,journals/toplas/LeagueST02,2002
Paul E. Johnson,journals/cogsci/JohnsonGJB01,2001
Kenneth R. Koedinger,journals/cogsci/AlevenK02,2002
Daniel N. Osherson,journals/cogsci/LoSRO02,2002
P. Jonathon Phillips,journals/cogsci/FurlPO02,2002
Marc Light,journals/cogsci/LightG02,2002
Jason Eisner,journals/cogsci/Eisner02a,2002
Chris Eliasmith,journals/cogsci/EliasmithT01,2001
Paul Thagard,journals/cogsci/EliasmithT01,2001
John R. Anderson,journals/cogsci/Anderson02,2002
Robert M. French,journals/cogsci/MareschalQF02,2002
Edward W. Large,journals/cogsci/LargeP02,2002
Philip N. Johnson-Laird,journals/cogsci/GoldvargJ01,2001
Richard Alterman,journals/cogsci/AltermanG01,2001
Alex Pentland,journals/cogsci/RoyP02,2002
Philip N. Johnson-Laird,journals/cogsci/HenstYJ02,2002
Gert Rickheit,journals/cogsci/PomplunSWCRR01,2001
Helge J. Ritter,journals/cogsci/PomplunSWCRR01,2001
Nick Chater,journals/cogsci/PothosC02,2002
Jason Eisner,journals/cogsci/Eisner02,2002
Todd R. Johnson,journals/cogsci/JohnsonK01,2001
Josef Krems,journals/cogsci/JohnsonK01,2001
Walter Kintsch,journals/cogsci/Kintsch01,2001
Ron Sun,journals/cogsci/SunMP01,2001
Todd Peterson,journals/cogsci/SunMP01,2001
Lee Spector,journals/cogsci/RattermannSGLH01,2001
Mark Johnson,journals/cogsci/JohnsonR02,2002
Stefan Riezler,journals/cogsci/JohnsonR02,2002
John R. Anderson,journals/cogsci/SalvucciA01,2001
Steve J. Young,journals/cogsci/NockY02,2002
Bernhard Plattner,journals/pik/DasenGFP01,2001
Alois Potton,journals/pik/Potton01c,2001
Sebastian Abeck,journals/pik/KoppelAM01,2001
Martina Zitterbart,journals/pik/ThurmannZ01,2001
Alois Potton,journals/pik/Potton01a,2001
Dieter Wall,journals/pik/Wall02,2002
Paul J. Kühn,journals/pik/WolfingerK02,2002
Uwe Harms,journals/pik/Harms02,2002
Christian H. Bischof,journals/pik/BischofBEKM02,2002
Torsten W. Kuhlen,journals/pik/BischofBEKM02,2002
Hans Werner Meuer,journals/pik/Meuer02,2002
Ralf Steinmetz,journals/pik/RoedigAS01,2001
Alois Potton,journals/pik/Potton02a,2002
Paul J. Kühn,journals/pik/Kuhn01,2001
Alois Potton,journals/pik/Potton01,2001
Ralph Niederberger,journals/pik/NiederbergerB01,2001
Alois Potton,journals/pik/Potton02c,2002
Uwe Hübner,journals/pik/HubnerSP01,2001
