author,sum_art
Levent Tunçel,8
Wlodzimierz Ogryczak,4
Andrzej Ruszczynski,8
Stavros A. Zenios,1
David P. Williamson,5
Eddie Cheng,9
George L. Nemhauser,11
Martin W. P. Savelsbergh,9
Sanjeev Arora,1
Alan M. Frieze,15
Haim Kaplan,10
Renato D. C. Monteiro,4
Yin Zhang,8
Michael J. Todd,6
Caterina De Simone,1
Paolo Nobili,2
Giovanni Rinaldi,1
Roger Fletcher,3
Stan P. M. van Hoesel,4
Arie M. C. A. Koster,5
Robert L. M. J. van de Leensel,1
Gérard Cornuéjols,12
Yanjun Li,3
Kenneth O. Kortanek,1
François Margot,2
Alfred Auslender,1
Marc Teboulle,1
Adam N. Letchford,7
Nelson Maculan,4
Claudia A. Sagastizábal,4
Jos F. Sturm,3
Shuzhong Zhang,5
Georg Ch. Pflug,1
Paul Armand,1
Jean Charles Gilbert,1
Anna Galluccio,3
Martin Loebl,5
Ravindra K. Ahuja,7
James B. Orlin,10
Sándor P. Fekete,16
Krzysztof C. Kiwiel,3
Walter D. Morris Jr.,2
José Niño-Mora,2
Stefano Lucidi,6
Paul Tseng,9
K. A. Ariyawansa,1
Jorge J. Moré,5
Komei Fukuda,6
Thomas M. Liebling,4
Mihai Anitescu,3
Gongyun Zhao,3
Michael Jünger,4
Volker Kaibel,3
Marc E. Posner,2
Antonio Sassano,4
Aharon Ben-Tal,6
Arkadi Nemirovski,6
M. Seetharama Gowda,3
Boris T. Polyak,4
Andreas Griewank,3
Richard W. Eglese,1
Christoph Helmberg,2
Zhiying Jin,1
Carlo Mannino,1
Daniel Ralph,3
Sanjay Mehrotra,5
William T. Ziemba,1
Emilio Carrizosa,8
William H. Cunningham,1
Malcolm Craig Pullan,1
Kazuo Murota,4
Bingsheng He,1
Li-Zhi Liao,4
Hai Yang,3
Mikhail V. Solodov,7
Cornelis Roos,4
Tamás Terlaky,8
Alan J. King,2
Roman A. Polyak,2
Shinji Mizuno,1
John M. Mulvey,1
Brigitte Jaumard,6
Gilles Savard,4
Jane J. Ye,4
Lieven Vandenberghe,1
Jorge Nocedal,5
Igor Averbakh,3
Graham R. Wood,2
Zelda B. Zabinsky,1
Andrew R. Conn,1
F. Bruce Shepherd,5
Felipe Cucker,7
Ellis L. Johnson,8
Jean-Louis Goffin,2
Norbert Ascheuer,1
Matteo Fischetti,5
Martin Grötschel,2
James V. Burke,5
Michael L. Overton,4
Roberto Cominetti,3
Marcus Poggi de Aragão,4
S. Thomas McCormick,2
Dimitris Bertsimas,6
Claude Lemaréchal,2
Oktay Günlük,1
Alexander Shapiro,3
Claes Wohlin,9
Luqi,3
Christopher A. Healy,1
Rachida Dssouli,6
Ferhat Khendek,3
Vijay S. Mookerjee,5
I-Ling Yen,2
Farokh B. Bastani,3
David J. Taylor,1
Maurizio Morisio,3
Ioannis Stamelos,6
Kang Zhang,8
Jiannong Cao,6
James H. Cross II,3
Sridhar Alagar,1
Subbarayan Venkatesan,2
Kevin L. Mills,1
Hassan Gomaa,1
Mary Jean Harrold,7
Antonia Bertolino,3
William H. Sanders,5
Manfred Broy,13
Carl A. Gunter,3
Insup Lee,9
Linda M. Wills,1
Jeffrey K. Hollingsworth,2
Thomas Ball,2
Audris Mockus,6
Mohamed G. Gouda,4
Khaled El Emam,12
Walcélio L. Melo,3
Hakim Lounis,2
Andreas Zeller,4
Karsten Schwan,6
Greg Eisenhauer,5
Marsha Chechik,5
John D. Gannon,1
Simeon C. Ntafos,2
Margaret M. Burnett,8
Gregg Rothermel,10
Eric Y. T. Juan,2
Jeffrey J. P. Tsai,4
Tadao Murata,2
Yi Zhou,3
Renzo Davoli,2
Wuu Yang,4
Wladyslaw M. Turski,1
Ahmed Amine Jerraya,9
Wei-Ngan Chin,4
Joxan Jaffar,2
Corrado Priami,7
Pierpaolo Degano,9
Sebastian G. Elbaum,2
Clark D. Thomborson,1
Stephen Gilmore,1
Jane Hillston,4
Marina Ribaudo,3
Stephen G. Eick,4
Michael L. Gibson,1
R. Kelly Rainer Jr.,2
Jeff Tian,3
Nazim H. Madhavji,2
Paloma Díaz,4
Ignacio Aedo,5
Fivos Panetsos,2
Paulo S. C. Alencar,4
Donald D. Cowan,5
Carlos José Pereira de Lucena,6
David Harel,9
Orna Kupferman,7
José Carlos Maldonado,8
Aditya P. Mathur,4
Gary McGraw,5
David Lorge Parnas,5
George S. Avrunin,1
Pankaj Jalote,1
Rachid Guerraoui,10
André Schiper,4
Shinji Kusumoto,4
Katsuro Inoue,6
Paolo Nesi,4
Jagdish Bansiya,1
Carl G. Davis,2
Giancarlo Succi,8
Tullio Vernazza,1
Gerard J. Holzmann,2
Martin J. Shepperd,7
Gada F. Kadoda,1
S. Ramesh 0001,3
Kuo-Chung Tai,2
Richard J. Anderson,2
David Notkin,4
Tom Mens,5
Klaus Havelund,5
Michael R. Lowry,1
Oliver Laitenberger,5
Sandro Morasca,1
Victor R. Basili,7
Giacomo Cabri,5
Letizia Leonardi,6
Franco Zambonelli,11
Perry Alexander,2
L. Jean Camp,5
Gianfranco Balbo,1
Steven C. Bruell,1
Matteo Sereno,3
John C. Knight,4
Ryszard Janicki,2
Richard H. Carver,1
Enrico Vicario,6
Bernhard Westfechtel,4
Reidar Conradi,4
Barbara A. Kitchenham,13
Stephen G. Linkman,2
Jürgen Wüst,5
Gail C. Murphy,2
Kevin J. Sullivan,1
Giuliano Antoniol,7
Gerardo Canfora,5
Andrea De Lucia,6
Ettore Merlo,2
Jin-Young Choi,1
Balasubramaniam Ramesh,7
Matthias Jarke,5
Paolo Tonella,8
Joanne E. Hale,2
Allen S. Parrish,2
Hany H. Ammar,4
Colin Tully,7
Lisa Covi,1
Mayuram S. Krishnan,3
Judith S. Olson,1
Jeff Kramer,4
David Garlan,4
David S. Rosenblum,5
Fabio Paternò,5
A. S. M. Sajeev,1
John W. Daly,1
Israel Ben-Shaul,2
Sang Lyul Min,7
Rhan Ha,2
Seongsoo Hong,2
Chang Yun Park,1
Minsuk Lee,1
Chong-Sang Kim,2
Svend Frølund,4
Betty H. C. Cheng,4
Jules Desharnais,3
Ali Mili,6
Shyh-Kwei Chen,2
W. Kent Fuchs,3
Jen-Yao Chung,2
Gerald W. Neufeld,1
Norman C. Hutchinson,2
Tridas Mukhopadhyay,6
Dennis Goldenson,3
Gianfranco Ciardo,2
Reinhard German,3
Boudewijn R. Haverkort,3
Rudy Lauwereins,3
Geert Deconinck,5
William G. Griswold,3
Elaine J. Weyuker,3
Barry W. Boehm,10
Dewayne E. Perry,9
Adam A. Porter,2
Lawrence G. Votta,3
Aloysius K. Mok,1
Farnam Jahanian,2
Surya B. Yadav,4
Premkumar T. Devanbu,1
Stuart G. Stubblebine,2
Gianpaolo Cugola,2
Elisabetta Di Nitto,1
Alfonso Fuggetta,4
C. Murray Woodside,4
Gruia-Catalin Roman,5
George Varghese,5
Kang G. Shin,18
Lutz Prechelt,7
Michael Philippsen,6
Emilia Rosti,2
Giuseppe Serazzi,2
Evgenia Smirni,4
Mark S. Squillante,10
Daniel Jackson 0001,2
Nenad Stankovic,2
Jayant Rajgopal,2
Mainak Mazumdar,1
Michelle Cartwright,2
Martha E. Pollack,3
Mary Lou Soffa,3
Shari Lawrence Pfleeger,8
Lesley Pickard,3
Jarrett Rosenberg,1
Rebecca N. Wright,5
Dennis Heimbigner,1
Alexander L. Wolf,3
Raymond A. DeCarlo,1
Luca Deri,2
Reuven Cohen,5
George D. Stamoulis,2
James W. Hong,2
L. Lawrence Ho,4
Rolf Stadler,3
Burkhard Stiller,1
Seraphin B. Calo,1
Sheng-Tzong Cheng,6
Chi-Ming Chen,2
James Won-Ki Hong,4
Nikolaos Anerousis,2
Sy-Yen Kuo,8
George Pavlou,5
Germán S. Goldszmidt,1
Maurizio Naldi,7
Vijay Varadharajan,4
Pradeep Ray,1
Shukri Wakid,1
Wayne D. Grover,4
Youssef Iraqi,2
Symeon Papavassiliou,12
Wei Kang Tsai,3
Torsten Braun,2
Ehab S. Al-Shaer,2
H. T. Mouftah,2
Michael Anthony Bauer,3
Lawrence Bernstein,2
C. M. Yuhas,1
Danny Raz,8
Yuval Shavitt,7
Hanan Lutfiyya,1
Weijia Jia,10
Gaochao Xu,1
Wei Zhao 0001,6
Wenke Lee,5
Kunwoo Lee,8
Qun Lin 0003,1
Jon G. Rokne,8
Christoph M. Hoffmann,7
Alexander A. Pasko,5
Vladimir V. Savchenko,1
Alexei Sourin,2
Jia-Guang Sun,8
Shi-Min Hu,10
Mark S. Shephard,3
Caiming Zhang,4
Sanjay E. Sarma,4
Byoung Kyu Choi,7
Matthew Ming-Fai Yuen,5
Alexander G. Belyaev,5
Hiroshi Sakurai,1
Jerry Y. H. Fuh,5
Guojin Wang,3
S. T. Tan,3
Xuan F. Zha,6
Kouichi Konno,2
Yoshimasa Tokuyama,2
Hiroaki Chiyokura,1
Deok-Soo Kim,5
Tien-Chien Chang,1
David F. Rogers,1
Doug E. R. Clark,4
Hui-Min Huang,1
Ronald N. Goldman,5
Alla Sheffer,6
Chiew-Lan Tai,6
Utpal Roy,3
Ram D. Sriram,6
Kevin W. Lyons,2
Les A. Piegl,6
Wayne Tiller,6
Alyn P. Rockwood,2
Pau-Lo Hsu,1
Karim Abdel-Malek,2
Denis Blackmore,1
Willem F. Bronsvoort,6
Nickolas S. Sapidis,2
Li Chen,7
Carlo H. Séquin,5
Sanjeev Bedi,2
Stephen Mann,5
Rajit Gadh,5
Youfu Li,1
Takashi Maekawa,3
Michel Bercovier,2
Hyungjun Park,1
Yuan-Shin Lee,3
Weiyin Ma,4
Jami J. Shah,5
Hong Qin,4
Arie E. Kaufman,5
Sang C. Park,4
Deyi Xue,4
Ralph R. Martin,9
Wenping Wang,8
Hayong Shin,4
Rida T. Farouki,13
Michael J. Pratt,5
Debasish Dutta,6
Joris S. M. Vergeest,6
Chang-Xue Feng,3
Christophe Rabut,2
Chia-Hsiang Menq,7
Reiner Anderl,1
Ahmad H. Nasri,7
Masaki Aono,1
David E. Breen,4
Michael J. Wozny,1
Jarek Rossignac,5
Masafumi Hagiwara,6
Simon Szykman,2
Steven J. Fenves,1
Panos Y. Papalambros,2
Han Ding,2
You-Lun Xiong,1
Mark de Berg,8
Prosenjit Bose,13
Siu-Wing Cheng,6
Dan Halperin,7
Jirí Matousek 0001,10
Otfried Schwarzkopf,1
Cecil G. Armstrong,3
David W. Rosen,5
Glen Mullineux,4
H. S. Lee,1
Xiao-Shan Gao,3
Andrew Y. C. Nee,4
Franca Giannini,2
Flavio Bonfatti,1
Paola Daniela Monari,1
Weiming Shen 0001,9
Wei Sun,5
Colin Bradley,1
Tamás Várady,3
Satyandra K. Gupta,2
William C. Regli,6
Srichand Hinduja,1
Takashi Kanai,1
Hiromasa Suzuki,2
Gershon Elber,10
Ehud Rivlin,10
Robert Joan-Arinyo,2
Jean-Christophe Cuillière,1
Robert Schneider,2
Leif Kobbelt,7
Ulf Labsik,2
Günther Greiner,4
JungHyun Han,2
Takayuki Itoh,3
Atsushi Yamada,1
W. S. Lau,1
Peter Schröder,6
Nikos A. Aspragathos,5
Jonathan Cagan,2
K. C. Hui,1
Kuo-Liang Chung,17
Tony C. Woo,1
Remco C. Veltkamp,3
A. Senthil Kumar,2
Marcelo Lubaszewski,4
Cláudio F. R. Geyer,1
Silvio Romero de Lemos Meira,1
Paulo Blauth Menezes,1
Luiz Velho,4
Cláudio T. Silva,3
Roberto Marcondes Cesar Junior,3
Gladimir V. G. Baranoski,4
Robert Sabourin,2
André Carlos Ponce de Leon Ferreira de Carvalho,7
Teresa Bernarda Ludermir,6
Murray Aitkin,1
David J. Hand,2
Henry P. Wynn,2
Christian P. Robert,2
Steffen L. Lauritzen,2
Ilya S. Molchanov,1
Sergei A. Zuyev,1
Chris A. Glasbey,1
Piero Barone,2
Giovanni Sebastiani,2
Arnaud Doucet,12
Simon J. Godsill,6
Gavin J. Gibson,1
Yike Guo,4
Yuhe Ren,1
Francesco M. Malvestuto,3
Phil Diamond,9
Alexei Pokrovskii,1
Enrique Alba,5
José M. Troya,9
Radford M. Neal,1
Anthony N. Pettitt,1
Peter J. Rousseeuw,1
Chao-Min Chiu,4
Michael Bieber,4
Paula M. C. Swatman,3
Arno Scharl,2
Judith Gebauer,3
Theodore H. Clark,1
David C. Croson,1
John Benamati,3
Albert L. Lederer,5
Mario Piattini,9
Gary J. Koehler,3
Anindya Datta,6
Arie Segev,3
Carrie Beam,1
J. George Shanthikumar,2
Yasufumi Toyoshima,1
Kemal Altinkemer,3
Kamalakar Karlapalem,7
Walt Scacchi,5
Radhika Santhanam,1
Prabuddha De,2
Atish P. Sinha,1
Iris Vessey,6
Larry J. LeBlanc,3
Sridhar Narasimhan,1
Bin Ran,1
James Miller,1
Fraser MacDonald,1
Richard J. Welke,2
Chetan S. Sankar,3
Robert G. Fichman,3
Chris F. Kemerer,4
Kay M. Nelson,2
Mehdi Ghods,2
Rajiv D. Banker,5
Dani Zweig,1
Levent V. Orman,3
Mark E. Nissen,4
Arik Ragowsky,2
Craig K. Tyran,2
Christian Wagner,1
Dale O. Stahl,2
Andrew B. Whinston,18
Alok Gupta,7
Rick L. Wilson,1
Mark Weiser,3
Sandra Slaughter,4
Yukio Saito,1
Toshi Takamori,2
Masakazu Ejiri,1
Taisuke Sakaki,1
Eiji Nakano,3
Kunikatsu Takase,4
Shigeo Hirose,12
Xiaoping Yun,1
Robert B. McGhee,1
Fumitoshi Matsuno,7
Kiyoshi Ohishi,1
Oussama Khatib,4
Kiyoshi Oka,1
Alessandro Zorat,1
Martin Buehler,5
John M. Hollerbach,7
Zeungnam Bien,6
Koichi Osuka,3
Keigo Watanabe,13
Kazuo Kiguchi,12
Kiyotaka Izumi,10
H. Harry Asada,2
Massimo Caccia,1
Gianmarco Veruggio,1
Ian D. Walker,4
Suguru Arimoto,9
Kostas J. Kyriakopoulos,2
Hiroshi Kimura,2
Keisuke Kato,2
Tsutomu Hasegawa,4
Fabrizio Caccavale,2
Bruno Siciliano,3
Shigeyuki Sakane,1
Daisuke Kurabayashi,4
Hajime Asama,7
Hayato Kaetsu,3
Isao Endo,3
Tamio Arai,11
Alessandro Rizzi,5
Norihiko Adachi,2
Hiroshi Maeda,2
Gregory S. Chirikjian,4
Gerd Hirzinger,3
C. S. George Lee,2
Junku Yuh,3
Tzyh Jong Tarn,1
Roderic A. Grupen,2
Shuichi Ino,1
Tohru Ifukube,1
Toshiaki Tanaka,1
Takashi Izumi,1
Haruhisa Kawasaki,2
Nobuto Matsuhira,1
Katsuhisa Furuta,2
Shugen Ma,4
Masakatsu G. Fujie,2
Huat Kin Low,1
Dong-Soo Kwon,4
Shigang Li 0001,2
Kohtaro Ohba,3
Kazuo Tanie,10
Takeshi Kaneko,2
Satoshi Kagami,3
Masayuki Inaba,5
Hirochika Inoue,4
Tatsuo Arai,7
Koji Yamamoto,2
Sepanta Sekhavat,1
Jun Ota,5
Hugh F. Durrant-Whyte,9
Hisato Kobayashi,1
Brenan J. McCarragher,3
Shinichi Hirai,1
Toshio Fukuda,20
Daniel E. Koditschek,8
Tamaki Ura,4
Yoji Kuroda,1
Hideki Hashimoto,4
Takeyoshi Dohi,1
Shunji Mori,1
S. P. Chan,2
Satoshi Tadokoro,5
Kazuo Tsuchiya,1
Nilanjan Sarkar,8
Kuniaki Kawabata,2
Teruo Fujii,1
Byung-Ju Yi,5
Hiroshi Yamamoto,2
Masaki Yamakita,2
Jun Miura,7
Yoshiaki Shirai,8
Kazuo Machida,1
Yoshitsugu Toda,1
Toshiaki Iwata,1
Atsuo Takanishi,2
Bernhard Nebel,9
Il Hong Suh,4
Sang-Rok Oh,3
Wan Kyun Chung,4
Aluizio F. R. Araújo,6
Arturo de la Escalera,2
Luis Moreno 0001,2
Miguel Angel Salichs,3
Hisato Muraki,1
Vilém Novák,3
Marcus Kracht,3
Heike Mildenberger,4
Fred Richman,2
Hans-Dietrich Hecker,1
Vladimir V. Rybakov,1
Carlo Toffalori,5
Gábor Sági,2
Wilfried Buchholz,3
Peter Jipsen,1
Andreas Weiermann,3
Wojciech Buszkowski,2
Andrej Bauer,2
Olivier Esser,2
Roland Hinnion,2
Rodney G. Downey,12
Sebastiaan Terwijn,2
Tapani Hyttinen,7
Victor Pambuccian,4
Mehmet Terziler,1
S. Barry Cooper,3
Vasco Brattka,5
Peter Hertling,9
Ning Zhong 0002,3
Jan Krajícek,3
James H. Schmerl,6
Arthur W. Apter,10
Joel David Hamkins,7
Thomas G. McLaughlin,1
Annalisa Marcja,2
Giacomo Bonanno,2
Alejandro Fernández-Margarit,1
Karim Nour,3
Yi Zhang 0008,2
Douglas S. Bridges,7
Ricard Gavaldà,2
Silvio Valentini,3
Akito Tsuboi,2
Thomas Strahm,3
Kyriakos Keremedis,6
Armin Hemmerling,2
Xizhong Zheng,5
Mohammad Ardeshir,3
Michael Rathjen,4
Ulrich Kohlenbach,4
Saverio Cittadini,2
Francisco M. García Olmedo,1
Antonio J. Rodríguez Salas,1
Paola D'Aquino,1
Marco Gori,10
Klaus Meer,2
Yasuo Kanai,1
Marcel Erné,5
Paul E. Howard,3
Jean E. Rubin,3
Adrienne Stanley,2
George Georgescu,4
Stefano Mazzanti,1
Ramon Jansana,4
Erik Palmgren,3
Radim Belohlávek,8
Yongge Wang,7
Dag Normann,5
Kosta Dosen,3
Zoran Petric,4
Richard A. Shore,5
Yue Yang,1
Toshiyasu Arai,2
Manfred Droste,5
Dugald Macpherson,1
Martín Hötzel Escardó,1
Thomas Streicher,3
Franco Montagna,8
G. Michele Pinna,3
Marcin Mostowski,1
Peter Schuster,3
Jeremy Avigad,6
Toshiharu Sugawara,2
El-Ghazali Talbi,5
Barry Smyth,12
Steven F. Roth,2
Li Da Xu,7
Shaoyi Liao,3
Huaiqing Wang,10
Kristian J. Hammond,4
Angela Goh,4
Zhonghua Yang,2
Hai Zhuge,8
Chun-Hsien Chen,6
H. Altay Güvenir,2
Ning Zhong 0001,9
Chunnian Liu,4
Setsuo Ohsuga,5
Derek H. Sleeman,3
Alun D. Preece,6
George K. Papakonstantinou,3
Flávio S. Corrêa da Silva,1
David Stuart Robertson,1
Marcelo Finger,2
Jaume Agustí-Cullell,1
Lawrence Birnbaum,1
Hong Shen 0001,8
Rodney W. Topor,3
Mitsuru Ishizuka,5
Sally I. McClean,3
Maria Cecília Calani Baranauskas,1
Peter J. F. Lucas,2
Padraig Cunningham,6
John MacIntyre,8
Clarisse Sieckenius de Souza,5
Phil D. Picton,1
Adrian Demaid,1
John Zucker,1
Ray J. Hickey,1
Doug Riecken,4
David Benyon,3
Henry Lieberman,5
Ton Weijters,2
Samuel Pierre,13
Tolety Siva Perraju,1
W. A. Gray,6
Norman E. Fenton,4
Martin Neil,3
Klaus Turowski,2
Peter Bøgh Andersen,1
John S. Gero,2
Shu-Yun Le,2
Jacob V. Maizel,1
Paul P. Maglio,2
Rob Barrett,2
Ted Selker,3
Anthony Jameson,2
David McSherry,4
Frans Coenen,3
Paul H. Leng,3
Norbert Krüger,2
Gerald Sommer,8
Julia V. Ponomarenko,4
Tatyana I. Merkulova,3
Mikhail P. Ponomarenko,5
Anthony Hunter,8
Nikos I. Karacapilidis,3
Richard W. Jones,3
Xiaohui Liu,7
Elisabeth André,4
Thomas Rist,4
Kumiyo Nakakoji,2
Yasuhiro Yamamoto,3
Claus Rautenstrauch,1
Rudolf Kruse,9
Jan Eric Larsson,1
Robert Milne,1
Louise Travé-Massuyès,3
James R. Otto,3
Q. B. Chung,6
Justine Cassell,4
Timothy W. Bickmore,1
Daniel Borrajo,7
Susana C. Esquivel,2
Raúl Héctor Gallard,3
Ching-Chang Wong,3
Colin Fyfe,8
Dionisis X. Adamopoulos,2
Constantine A. Papandreou,2
Arunabha Sen,3
Subir Bandyopadhyay,4
Bhabani P. Sinha,2
Andreas A. Veglis,5
Andreas S. Pombortsis,2
C. L. Philip Chen,2
Azer Bestavros,3
Henry L. Owen,4
John A. Copeland,3
Keith W. Ross,7
James W. Roberts,3
El Mostapha Aboulhamid,5
Jeffrey S. Chase,8
Michael Rabinovich,2
Krishna M. Sivalingam,7
Amin Vahdat,6
Shun-Ping Chung,2
Alice C. Parker,1
Abdelmadjid Bouabdallah,2
Panagiotis Demestichas,9
Michael E. Theologou,4
Athanasios V. Vasilakos,7
Rita Puzmanova,4
Govindarasu Manimaran,1
C. Siva Ram Murthy,11
Min Young Chung,4
Timo Hämäläinen 0001,5
Jukka Saarinen,6
Mario Marchese,7
G. Manimaran,6
Loren Schwiebert,4
Le Yi Wang,5
Raffaele Bolla,3
Nedo Celandroni,3
Franco Davoli,4
Erina Ferro,3
Chenn-Jung Huang,3
Wei Kuang Lai,2
Chua-Chin Wang,8
Kenneth J. Christensen,2
Otto Carlos Muniz Bandeira Duarte,5
Deepak Gupta,1
Gilles Muller,2
Charles Consel,3
Richard A. Raines,2
Cheng-Shang Chang,9
Duan-Shin Lee,3
Martin Hamilton,1
Emilio Leonardi,8
Fabio Neri,5
Ray Hunt,5
Sheng Uei Guan,4
Rong-Hong Jan,2
Prasant Mohapatra,5
Sarit Mukherjee,1
Pau-Choo Chung,6
Hee Yong Youn,6
Hyunseung Choo,4
Sajal K. Das,28
Chen-Khong Tham,8
Zhengguo Li,5
Boon-Hee Soong,5
Changyun Wen,12
Sanjoy Paul,1
Zongming Fei,2
Chih-Yung Chang,4
Chi Chung Ko,15
Jai-Yong Lee,2
Kishor S. Trivedi,14
Xiaohua Jia,18
Ding-Zhu Du,18
Xiao-Dong Hu,11
Yi-Shiung Yeh,6
Hao Che,4
Yaw-Chung Chen,7
Lazaros F. Merakos,5
Iakovos S. Venieris,7
Chu-Sing Yang,2
Maarten van Steen,8
Henk J. Sips,4
Jens B. Schmitt,3
Martin Karsten,3
Ren-Hung Hwang,4
Gangxiang Shen,4
Sanjay K. Bose,6
Tee Hiang Cheng,4
Chao Lu 0001,5
Teck Yoong Chai,5
Shian-Shyong Tseng,13
San-qi Li,5
S. Selvakumar,3
Rajib Mall,3
Indranil Sengupta 0001,4
Guillermo Rodríguez,1
Nikolaos H. Loukas,1
Mostafa A. Bassiouni,5
Weihua Zhuang,5
Narasimhan Sundararajan,5
Paramasivan Saratchandran,3
Liren Zhang,12
Ying-Dar Lin,3
Kwok-Tung Lo,7
Christos Douligeris,4
Andreas Pitsillides,3
Daniela Panno,3
Mohan Kumar,5
Hairong Sun,3
Ivan Marsic,5
Saewoong Bahk,3
Robert L. Probert,3
Hasan Ural,3
Pi-Rong Sheu,2
Chi-Chun Lo,1
Piet Van Mieghem,5
Jung-Shian Li,4
Subrata Banerjee,1
Dilip Sarkar,4
Donald F. Towsley,16
James F. Kurose,6
Walter Godoy Jr.,1
Kilnam Chon,2
Ramesh Govindan,6
Deborah Estrin,7
Kimon P. Kontovasilis,2
Nikolas Mitrou,2
Yu-Chee Tseng,20
Jang-Ping Sheu,12
Constantinos S. Pattichis,1
Sushil Jajodia,16
Xiaoyang Sean Wang,9
Rami G. Melhem,6
Marios D. Dikaiakos,1
Athena Stassopoulou,1
Kevin D. Donohue,1
Piet Demeester,6
Wei Wayne Li,2
Kia Makki,5
Niki Pissinou,6
Kevin C. Almeroth,7
Jörg Nonnenmacher,2
Tee-Hiang Cheng,2
Nen-Fu Huang,5
P. Sreenivasa Kumar,4
H. Jonathan Chao,6
Derek C. W. Pao,1
M. Frans Kaashoek,5
Jin-Ru Chen,1
Debashis Saha,2
Ying-Dar Jason Lin,5
R. Radhakrishna Pillai,3
Jesse S. Jin,5
Ruth Kurniawati,3
Evangelos P. Markatos,2
Michael Dahlin,4
Vincent K. N. Lau,12
Yu-Kwong Kwok,10
Biswanath Mukherjee,9
Muhammad K. Dhodhi,3
Kassem Saleh,5
Oliver Spatscheck,2
Ahmed Patel,4
Evangelia Tzifa,7
Miltiades E. Anagnostou,8
Hiroshi Saito,2
Chai Kiat Yeo,7
Siu Cheung Hui,12
Ing Yann Soon,3
Bu-Sung Lee,10
Mario Gerla,18
S. V. Raghavan,1
Jung-Shyr Wu,6
András Rácz,1
Theodore Antonakopoulos,3
Theodore A. Tsiligirides,2
Jianying Zhou 0001,3
Tetsuo Kinoshita,2
Glenn Mansfield,1
Norio Shiratori,4
Dan Keun Sung,16
Tarek F. Abdelzaher,4
Hossam S. Hassanein,3
Dipak Ghosal,1
Sam H. Noh,6
Seppo J. Ovaska,13
Pei Cao,1
Amitava Mukherjee,1
Izhak Rubin,5
Ilias Iliadis,1
Daniel Bauer,1
Borka Jerman-Blazic,2
Luis Orozco-Barbosa,6
Mike J. O'Mahony,1
Chiheb Ben Ahmed,1
Noureddine Boudriga,1
Khaled M. F. Elsayed,2
Makoto Takizawa 0001,3
Günhan Dündar,2
Gianluca Reali,5
Heonshik Shin,3
Douglas S. Reeves,1
JooSeok Song,1
Sophia Tsakiridou,1
Habib Youssef,2
Yoshikuni Onozato,1
Chien-Chao Tseng,2
Ting-Lu Huang,1
Alexandros Biliris,1
Fred Douglis,3
Sebastiano Trigila,1
Kimmo E. E. Raatikainen,3
Wei-Ying Ma,3
Bo Shen,1
Pi-Chung Wang,5
Chia-Tai Chan,5
Meng Chang Chen,4
Erry Gunawan,7
Gurusamy Mohan,5
W. Wang,1
Wanquan Liu,3
Marwan Krunz,5
Spyros Tragoudas,9
Roy H. Campbell,9
Masayuki Murata,6
Hideo Miyahara,5
Yuh-Shyan Chen,3
Tzung-Shi Chen,4
Chyan Yang,5
Kurt Rothermel,9
Claudio Casetti,3
Michela Meo,8
Yuan-Cheng Lai,2
Michael Fry,3
Craig E. Wills,2
Marco Listanti,5
Jeffrey C. Mogul,5
Seong-Dae Kim,1
Andrew S. Tanenbaum,5
Jung-Gen Wu,3
Jorng-Tzong Horng,6
Nectarios Koziris,1
Yu-Wei Chen,3
Jeng-Shyang Pan,2
Feng-Tse Lin,4
Jing-Shing Yao,8
Chung-Ho Chen,1
Chung-Hsien Wu,6
Cheng-Wen Wu,8
Chung J. Kuo,3
Yen-Chun Lin,2
Deng-Jyi Chen,5
Krishna M. Kavi,5
Chin-Chen Chang,5
Yu-Chen Kuo,2
Shyan-Ming Yuan,10
Ding-An Chiang,2
Wei Chen,2
Yi-Fan Wang,3
Pauray S. M. Tsai,3
Chin-Laung Lei,8
Hahn-Ming Lee,4
Jyh-Ming Chen,2
Yeh-Hao Chin,2
Wei-Pang Yang,3
Frank Yeong-Sung Lin,1
Ming-Bo Lin,1
Deron Liang,2
Hua Li,5
Ching-Nung Yang,2
Ching-Hung Wang,1
Tzung-Pei Hong,16
Min-Shiang Hwang,12
Kao-Shing Hwang,10
Rong-Jaye Chen,3
Yi-Bing Lin,21
Chun-Hung Kuo,1
Chang-Fuu Chen,1
Chung-Lin Huang,4
Pei-Chi Wu,4
Feng-Jian Wang,2
Wen-Shenq Juang,4
Suh-Yin Lee,2
Timothy K. Shih,10
Ying-Hong Wang,1
Woei Lin,1
Yuh-Min Tseng,8
Jinn-ke Jan,7
Cheng-Yan Kao,3
Kuei-Ping Shih,1
Chuen-Tsai Sun,4
Ramon Doallo,2
Chung-Ping Chung,6
Sheng-Fuu Lin,3
Chaur-Chin Chen,1
Cheng-Seen Ho,1
Jar-Ferr Yang,7
Chin-Chen Chang 0001,21
Tung-Shou Chen,9
Yin-Fu Huang,4
Le Gruenwald,2
Kuo-Chin Fan,11
Ye-In Chang,5
Chu-Song Chen,3
Yi-Ping Hung,6
Ja-Ling Wu,6
Ming-Shing Yu,1
Chu Shik Jhon,1
Gwoboa Horng,2
Cheng Chen,5
Tong-Yee Lee,3
Hao-Ren Ke,1
Zen-Chung Shih,3
Qian-Ping Gu,1
Pangfeng Liu,3
Jan-Jan Wu,1
Kuochen Wang,2
Narn-Yih Lee,1
Tzonelih Hwang,4
