source,target
Jane Hillston,Marina Ribaudo
Stephen G. Eick,Audris Mockus
Michael L. Gibson,R. Kelly Rainer Jr.
Khaled El Emam,Nazim H. Madhavji
Paloma Díaz,Ignacio Aedo
Paloma Díaz,Fivos Panetsos
Ignacio Aedo,Fivos Panetsos
Paulo S. C. Alencar,Donald D. Cowan
Paulo S. C. Alencar,Carlos José Pereira de Lucena
Donald D. Cowan,Carlos José Pereira de Lucena
David Harel,Orna Kupferman
José Carlos Maldonado,Aditya P. Mathur
Rachid Guerraoui,André Schiper
Shinji Kusumoto,Katsuro Inoue
Jagdish Bansiya,Carl G. Davis
Giancarlo Succi,Tullio Vernazza
Martin J. Shepperd,Gada F. Kadoda
Richard J. Anderson,Paul Beame
Richard J. Anderson,David Notkin
Paul Beame,David Notkin
Klaus Havelund,Michael R. Lowry
Khaled El Emam,Oliver Laitenberger
Lionel C. Briand,Sandro Morasca
Lionel C. Briand,Victor R. Basili
Sandro Morasca,Victor R. Basili
Giacomo Cabri,Letizia Leonardi
Giacomo Cabri,Franco Zambonelli
Letizia Leonardi,Franco Zambonelli
Philip A. Wilsey,Perry Alexander
Gianfranco Balbo,Steven C. Bruell
Gianfranco Balbo,Matteo Sereno
Steven C. Bruell,Matteo Sereno
Richard H. Carver,Kuo-Chung Tai
Bernhard Westfechtel,Reidar Conradi
Barbara A. Kitchenham,Stephen G. Linkman
Gregg Rothermel,Mary Jean Harrold
Lionel C. Briand,Jürgen Wüst
Gail C. Murphy,David Notkin
Gail C. Murphy,Kevin J. Sullivan
David Notkin,Kevin J. Sullivan
Giuliano Antoniol,Gerardo Canfora
Giuliano Antoniol,Andrea De Lucia
Giuliano Antoniol,Ettore Merlo
Gerardo Canfora,Andrea De Lucia
Gerardo Canfora,Ettore Merlo
Andrea De Lucia,Ettore Merlo
Balasubramaniam Ramesh,Matthias Jarke
Joanne E. Hale,Allen S. Parrish
Maurizio Morisio,Colin Tully
Lisa Covi,Mayuram S. Krishnan
Lisa Covi,Judith S. Olson
Mayuram S. Krishnan,Judith S. Olson
Lionel C. Briand,Walcélio L. Melo
Walcélio L. Melo,Jürgen Wüst
Jeff Kramer,David Garlan
Jeff Kramer,David S. Rosenblum
David Garlan,David S. Rosenblum
Lionel C. Briand,John W. Daly
Sang Lyul Min,Rhan Ha
Sang Lyul Min,Seongsoo Hong
Sang Lyul Min,Chang Yun Park
Sang Lyul Min,Minsuk Lee
Sang Lyul Min,Chong-Sang Kim
Rhan Ha,Seongsoo Hong
Rhan Ha,Chang Yun Park
Rhan Ha,Minsuk Lee
Rhan Ha,Chong-Sang Kim
Seongsoo Hong,Chang Yun Park
Seongsoo Hong,Minsuk Lee
Seongsoo Hong,Chong-Sang Kim
Chang Yun Park,Minsuk Lee
Chang Yun Park,Chong-Sang Kim
Minsuk Lee,Chong-Sang Kim
Svend Frølund,Rachid Guerraoui
Jules Desharnais,Ali Mili
Shyh-Kwei Chen,W. Kent Fuchs
Shyh-Kwei Chen,Jen-Yao Chung
W. Kent Fuchs,Jen-Yao Chung
Gerald W. Neufeld,Norman C. Hutchinson
Mayuram S. Krishnan,Tridas Mukhopadhyay
Mayuram S. Krishnan,Dennis Goldenson
Tridas Mukhopadhyay,Dennis Goldenson
Gianfranco Ciardo,Reinhard German
Gianfranco Ciardo,Boudewijn R. Haverkort
Reinhard German,Boudewijn R. Haverkort
Rudy Lauwereins,Geert Deconinck
William G. Griswold,David Notkin
Mary Jean Harrold,David S. Rosenblum
Mary Jean Harrold,Elaine J. Weyuker
David S. Rosenblum,Gregg Rothermel
David S. Rosenblum,Elaine J. Weyuker
Gregg Rothermel,Elaine J. Weyuker
Dewayne E. Perry,Adam A. Porter
Dewayne E. Perry,Lawrence G. Votta
Adam A. Porter,Lawrence G. Votta
Aloysius K. Mok,Farnam Jahanian
Premkumar T. Devanbu,Stuart G. Stubblebine
Gianpaolo Cugola,Elisabetta Di Nitto
Gianpaolo Cugola,Alfonso Fuggetta
Elisabetta Di Nitto,Alfonso Fuggetta
Gruia-Catalin Roman,George Varghese
Lutz Prechelt,Michael Philippsen
Lutz Prechelt,Walter F. Tichy
Michael Philippsen,Walter F. Tichy
Emilia Rosti,Giuseppe Serazzi
Emilia Rosti,Evgenia Smirni
Emilia Rosti,Mark S. Squillante
Giuseppe Serazzi,Evgenia Smirni
Giuseppe Serazzi,Mark S. Squillante
Evgenia Smirni,Mark S. Squillante
Nenad Stankovic,Kang Zhang
Jayant Rajgopal,Mainak Mazumdar
Martin J. Shepperd,Michelle Cartwright
Martha E. Pollack,Mary Lou Soffa
Barbara A. Kitchenham,Shari Lawrence Pfleeger
Barbara A. Kitchenham,Lesley Pickard
Barbara A. Kitchenham,Khaled El Emam
Barbara A. Kitchenham,Jarrett Rosenberg
Shari Lawrence Pfleeger,Lesley Pickard
Shari Lawrence Pfleeger,Khaled El Emam
Shari Lawrence Pfleeger,Jarrett Rosenberg
Lesley Pickard,Khaled El Emam
Lesley Pickard,Jarrett Rosenberg
Khaled El Emam,Jarrett Rosenberg
Stuart G. Stubblebine,Rebecca N. Wright
Lutz Prechelt,Lawrence G. Votta
Walter F. Tichy,Lawrence G. Votta
Dennis Heimbigner,Alexander L. Wolf
Raymond A. DeCarlo,Aditya P. Mathur
Sheng-Tzong Cheng,Chi-Ming Chen
George Pavlou,Nikolaos Anerousis
Vijay Varadharajan,Pradeep Ray
Raouf Boutaba,Youssef Iraqi
L. Lawrence Ho,Symeon Papavassiliou
Lawrence Bernstein,C. M. Yuhas
Danny Raz,Yuval Shavitt
Hanan Lutfiyya,Michael Anthony Bauer
Weijia Jia,Gaochao Xu
Weijia Jia,Wei Zhao 0001
Gaochao Xu,Wei Zhao 0001
Qun Lin 0003,Jon G. Rokne
Alexander A. Pasko,Vladimir V. Savchenko
Alexander A. Pasko,Alexei Sourin
Vladimir V. Savchenko,Alexei Sourin
Shi-Min Hu,Jia-Guang Sun
Caiming Zhang,Fuhua Cheng
Kouichi Konno,Yoshimasa Tokuyama
Kouichi Konno,Hiroaki Chiyokura
Yoshimasa Tokuyama,Hiroaki Chiyokura
Deok-Soo Kim,Tien-Chien Chang
Shi-Min Hu,Chiew-Lan Tai
Utpal Roy,Ram D. Sriram
Utpal Roy,Kevin W. Lyons
Ram D. Sriram,Kevin W. Lyons
Les A. Piegl,Wayne Tiller
Karim Abdel-Malek,Denis Blackmore
Sanjeev Bedi,Stephen Mann
Shi-Min Hu,Youfu Li
Hong Qin,Arie E. Kaufman
Sang C. Park,Byoung Kyu Choi
Ralph R. Martin,Wenping Wang
Deok-Soo Kim,Hayong Shin
Michael J. Pratt,Debasish Dutta
Michael J. Pratt,Kevin W. Lyons
Michael J. Pratt,Ram D. Sriram
Debasish Dutta,Kevin W. Lyons
Debasish Dutta,Ram D. Sriram
Masaki Aono,David E. Breen
Masaki Aono,Michael J. Wozny
David E. Breen,Michael J. Wozny
Simon Szykman,Steven J. Fenves
Han Ding,You-Lun Xiong
Mark de Berg,Prosenjit Bose
Mark de Berg,Siu-Wing Cheng
Mark de Berg,Dan Halperin
Mark de Berg,Jirí Matousek 0001
Mark de Berg,Otfried Schwarzkopf
Prosenjit Bose,Siu-Wing Cheng
Prosenjit Bose,Dan Halperin
Prosenjit Bose,Jirí Matousek 0001
Prosenjit Bose,Otfried Schwarzkopf
Siu-Wing Cheng,Dan Halperin
Siu-Wing Cheng,Jirí Matousek 0001
Siu-Wing Cheng,Otfried Schwarzkopf
Dan Halperin,Jirí Matousek 0001
Dan Halperin,Otfried Schwarzkopf
Jirí Matousek 0001,Otfried Schwarzkopf
Franca Giannini,Flavio Bonfatti
Franca Giannini,Paola Daniela Monari
Flavio Bonfatti,Paola Daniela Monari
Wei Sun,Colin Bradley
Ralph R. Martin,Tamás Várady
Andrew Y. C. Nee,Jerry Y. H. Fuh
Satyandra K. Gupta,William C. Regli
Takashi Kanai,Hiromasa Suzuki
Gershon Elber,Ehud Rivlin
Robert Schneider,Leif Kobbelt
Ulf Labsik,Günther Greiner
Takayuki Itoh,Atsushi Yamada
W. S. Lau,Matthew Ming-Fai Yuen
Kuo-Liang Chung,Tony C. Woo
Gladimir V. G. Baranoski,Jon G. Rokne
André Carlos Ponce de Leon Ferreira de Carvalho,Teresa Bernarda Ludermir
Ilya S. Molchanov,Sergei A. Zuyev
Piero Barone,Giovanni Sebastiani
Arnaud Doucet,Simon J. Godsill
Arnaud Doucet,Christian P. Robert
Simon J. Godsill,Christian P. Robert
Yike Guo,Yuhe Ren
Phil Diamond,Alexei Pokrovskii
Enrique Alba,José M. Troya
Chao-Min Chiu,Michael Bieber
Arno Scharl,Judith Gebauer
Theodore H. Clark,David C. Croson
John Benamati,Albert L. Lederer
Arie Segev,Carrie Beam
Arie Segev,J. George Shanthikumar
Carrie Beam,J. George Shanthikumar
Arie Segev,Judith Gebauer
Prabuddha De,Atish P. Sinha
Prabuddha De,Iris Vessey
Atish P. Sinha,Iris Vessey
Larry J. LeBlanc,Sridhar Narasimhan
Larry J. LeBlanc,Bin Ran
Sridhar Narasimhan,Bin Ran
James Miller,Fraser MacDonald
Daniel Robey,Richard J. Welke
Robert G. Fichman,Chris F. Kemerer
Kay M. Nelson,Mehdi Ghods
Rajiv D. Banker,Chris F. Kemerer
Rajiv D. Banker,Dani Zweig
Chris F. Kemerer,Dani Zweig
Craig K. Tyran,Morgan M. Shepherd
Dale O. Stahl,Andrew B. Whinston
Alok Gupta,Dale O. Stahl
Alok Gupta,Andrew B. Whinston
Rick L. Wilson,Mark Weiser
Tridas Mukhopadhyay,Sandra Slaughter
Xiaoping Yun,Robert B. McGhee
Martin Buehler,John M. Hollerbach
Keigo Watanabe,Kazuo Kiguchi
Keigo Watanabe,Kiyotaka Izumi
Kazuo Kiguchi,Kiyotaka Izumi
Massimo Caccia,Gianmarco Veruggio
Keisuke Kato,Shigeo Hirose
Fabrizio Caccavale,Bruno Siciliano
Daisuke Kurabayashi,Hajime Asama
Daisuke Kurabayashi,Hayato Kaetsu
Daisuke Kurabayashi,Isao Endo
Daisuke Kurabayashi,Tamio Arai
Hajime Asama,Hayato Kaetsu
Hajime Asama,Isao Endo
Hajime Asama,Tamio Arai
Hayato Kaetsu,Isao Endo
Hayato Kaetsu,Tamio Arai
Isao Endo,Tamio Arai
C. S. George Lee,Junku Yuh
Shuichi Ino,Tohru Ifukube
Shuichi Ino,Toshiaki Tanaka
Shuichi Ino,Takashi Izumi
Tohru Ifukube,Toshiaki Tanaka
Tohru Ifukube,Takashi Izumi
Toshiaki Tanaka,Takashi Izumi
Kohtaro Ohba,Kazuo Tanie
Kohtaro Ohba,Takeshi Kaneko
Kazuo Tanie,Takeshi Kaneko
Satoshi Kagami,Masayuki Inaba
Satoshi Kagami,Hirochika Inoue
Masayuki Inaba,Hirochika Inoue
Jun Ota,Tamio Arai
Brenan J. McCarragher,Shinichi Hirai
Toshio Fukuda,Daniel E. Koditschek
Tamaki Ura,Yoji Kuroda
Masakatsu G. Fujie,Takeyoshi Dohi
Kuniaki Kawabata,Teruo Fujii
Kuniaki Kawabata,Hajime Asama
Kuniaki Kawabata,Isao Endo
Teruo Fujii,Hajime Asama
Teruo Fujii,Isao Endo
Jun Miura,Yoshiaki Shirai
Kazuo Machida,Yoshitsugu Toda
Kazuo Machida,Toshiaki Iwata
Yoshitsugu Toda,Toshiaki Iwata
Daisuke Kurabayashi,Jun Ota
Byung-Ju Yi,Il Hong Suh
Byung-Ju Yi,Sang-Rok Oh
Byung-Ju Yi,Wan Kyun Chung
Il Hong Suh,Sang-Rok Oh
Il Hong Suh,Wan Kyun Chung
Sang-Rok Oh,Wan Kyun Chung
Arturo de la Escalera,Luis Moreno 0001
Arturo de la Escalera,Miguel Angel Salichs
Luis Moreno 0001,Miguel Angel Salichs
Olivier Esser,Roland Hinnion
Rodney G. Downey,Sebastiaan Terwijn
Vasco Brattka,Peter Hertling
Vasco Brattka,Ning Zhong 0002
Peter Hertling,Ning Zhong 0002
Arthur W. Apter,Joel David Hamkins
Annalisa Marcja,Carlo Toffalori
Nicola Galesi,Ricard Gavaldà
Xizhong Zheng,Klaus Weihrauch
Saverio Cittadini,Carlo Toffalori
Francisco M. García Olmedo,Antonio J. Rodríguez Salas
Marco Gori,Klaus Meer
Paul E. Howard,Kyriakos Keremedis
Paul E. Howard,Jean E. Rubin
Paul E. Howard,Adrienne Stanley
Kyriakos Keremedis,Jean E. Rubin
Kyriakos Keremedis,Adrienne Stanley
Jean E. Rubin,Adrienne Stanley
Russell Impagliazzo,Jan Krajícek
Kosta Dosen,Zoran Petric
Richard A. Shore,Yue Yang
Manfred Droste,Dugald Macpherson
Martín Hötzel Escardó,Thomas Streicher
Franco Montagna,G. Michele Pinna
Douglas S. Bridges,Peter Schuster
Shaoyi Liao,Huaiqing Wang
Angela Goh,Zhonghua Yang
Ning Zhong 0001,Chunnian Liu
Ning Zhong 0001,Setsuo Ohsuga
Chunnian Liu,Setsuo Ohsuga
Derek H. Sleeman,Alun D. Preece
Flávio S. Corrêa da Silva,David Stuart Robertson
Flávio S. Corrêa da Silva,Marcelo Finger
Flávio S. Corrêa da Silva,Jaume Agustí-Cullell
David Stuart Robertson,Marcelo Finger
David Stuart Robertson,Jaume Agustí-Cullell
Marcelo Finger,Jaume Agustí-Cullell
Kristian J. Hammond,Lawrence Birnbaum
Hong Shen 0001,Rodney W. Topor
Adrian Demaid,John Zucker
Doug Riecken,David Benyon
Doug Riecken,Henry Lieberman
David Benyon,Henry Lieberman
Alun D. Preece,W. A. Gray
Norman E. Fenton,Martin Neil
Shu-Yun Le,Jacob V. Maizel
Paul P. Maglio,Rob Barrett
Paul P. Maglio,Ted Selker
Rob Barrett,Ted Selker
Frans Coenen,Paul H. Leng
Norbert Krüger,Gerald Sommer
Julia V. Ponomarenko,Tatyana I. Merkulova
Julia V. Ponomarenko,Mikhail P. Ponomarenko
Tatyana I. Merkulova,Mikhail P. Ponomarenko
Elisabeth André,Thomas Rist
Kumiyo Nakakoji,Yasuhiro Yamamoto
Claus Rautenstrauch,Rudolf Kruse
Robert Milne,Louise Travé-Massuyès
James R. Otto,Q. B. Chung
Justine Cassell,Timothy W. Bickmore
Susana C. Esquivel,Raúl Héctor Gallard
Dionisis X. Adamopoulos,George Pavlou
Dionisis X. Adamopoulos,Constantine A. Papandreou
George Pavlou,Constantine A. Papandreou
Arunabha Sen,Subir Bandyopadhyay
Arunabha Sen,Bhabani P. Sinha
Subir Bandyopadhyay,Bhabani P. Sinha
Andreas A. Veglis,Georgios I. Papadimitriou
Andreas A. Veglis,Andreas S. Pombortsis
Georgios I. Papadimitriou,Andreas S. Pombortsis
Henry L. Owen,John A. Copeland
Keith W. Ross,James W. Roberts
El Mostapha Aboulhamid,Rachida Dssouli
Jeffrey S. Chase,Michael Rabinovich
Jeffrey S. Chase,Amin Vahdat
Panagiotis Demestichas,Michael E. Theologou
Panagiotis Demestichas,Athanasios V. Vasilakos
Michael E. Theologou,Athanasios V. Vasilakos
Govindarasu Manimaran,C. Siva Ram Murthy
Timo Hämäläinen 0001,Jukka Saarinen
Sriram Raghavan,G. Manimaran
Sriram Raghavan,C. Siva Ram Murthy
G. Manimaran,C. Siva Ram Murthy
Loren Schwiebert,Le Yi Wang
Raffaele Bolla,Nedo Celandroni
Raffaele Bolla,Franco Davoli
Raffaele Bolla,Erina Ferro
Raffaele Bolla,Mario Marchese
Nedo Celandroni,Franco Davoli
Nedo Celandroni,Erina Ferro
Nedo Celandroni,Mario Marchese
Franco Davoli,Erina Ferro
Franco Davoli,Mario Marchese
Erina Ferro,Mario Marchese
Chenn-Jung Huang,Wei Kuang Lai
Chenn-Jung Huang,Chua-Chin Wang
Wei Kuang Lai,Chua-Chin Wang
Deepak Gupta,Gilles Muller
Deepak Gupta,Charles Consel
Gilles Muller,Charles Consel
Cheng-Shang Chang,Duan-Shin Lee
Andrea Bianco,Emilio Leonardi
Andrea Bianco,Fabio Neri
Emilio Leonardi,Maurizio M. Munafò
Emilio Leonardi,Fabio Neri
Maurizio M. Munafò,Fabio Neri
Georgios I. Papadimitriou,Mohammad S. Obaidat
Mohammad S. Obaidat,Andreas S. Pomportsis
Prasant Mohapatra,Sarit Mukherjee
Hee Yong Youn,Hyunseung Choo
Hee Yong Youn,Sajal K. Das
Hyunseung Choo,Sajal K. Das
Zhengguo Li,Boon-Hee Soong
Zhengguo Li,Changyun Wen
Boon-Hee Soong,Changyun Wen
Sanjoy Paul,Zongming Fei
Chen-Khong Tham,Chi Chung Ko
Xiaohua Jia,Ding-Zhu Du
Xiaohua Jia,Xiao-Dong Hu
Ding-Zhu Du,Xiao-Dong Hu
Lazaros F. Merakos,Iakovos S. Venieris
Maarten van Steen,Henk J. Sips
Jens B. Schmitt,Martin Karsten
Jens B. Schmitt,Ralf Steinmetz
Martin Karsten,Ralf Steinmetz
Gangxiang Shen,Sanjay K. Bose
Gangxiang Shen,Tee Hiang Cheng
Gangxiang Shen,Chao Lu 0001
Gangxiang Shen,Teck Yoong Chai
Sanjay K. Bose,Tee Hiang Cheng
Sanjay K. Bose,Chao Lu 0001
Sanjay K. Bose,Teck Yoong Chai
Tee Hiang Cheng,Chao Lu 0001
Tee Hiang Cheng,Teck Yoong Chai
Chao Lu 0001,Teck Yoong Chai
Hao Che,San-qi Li
Rajib Mall,Indranil Sengupta 0001
Amit Singhal,Raj Jain
Nikolaos H. Loukas,Lazaros F. Merakos
Narasimhan Sundararajan,Paramasivan Saratchandran
K. R. Subramanian,Liren Zhang
Christos Douligeris,Andreas Pitsillides
Christos Douligeris,Daniela Panno
Andreas Pitsillides,Daniela Panno
Hairong Sun,Kishor S. Trivedi
Robert L. Probert,Hasan Ural
Subrata Banerjee,Dilip Sarkar
Donald F. Towsley,James F. Kurose
Hee Yong Youn,Kilnam Chon
Ramesh Govindan,Deborah Estrin
Kimon P. Kontovasilis,Nikolas Mitrou
Yu-Chee Tseng,Jang-Ping Sheu
Andreas Pitsillides,Constantinos S. Pattichis
Andreas Pitsillides,Athanasios V. Vasilakos
Constantinos S. Pattichis,Athanasios V. Vasilakos
Sushil Jajodia,Xiaoyang Sean Wang
Marios D. Dikaiakos,Athena Stassopoulou
Wei Wayne Li,Kia Makki
Wei Wayne Li,Niki Pissinou
Kia Makki,Niki Pissinou
Kevin C. Almeroth,Jörg Nonnenmacher
Tee-Hiang Cheng,Sanjay K. Bose
Tee-Hiang Cheng,Teck Yoong Chai
Yaw-Chung Chen,Jin-Ru Chen
Jesse S. Jin,Ruth Kurniawati
Vincent K. N. Lau,Yu-Kwong Kwok
Muhammad K. Dhodhi,Kassem Saleh
Panagiotis Demestichas,Evangelia Tzifa
Panagiotis Demestichas,Miltiades E. Anagnostou
Evangelia Tzifa,Miltiades E. Anagnostou
Chai Kiat Yeo,Siu Cheung Hui
Chai Kiat Yeo,Ing Yann Soon
Chai Kiat Yeo,Bu-Sung Lee
Siu Cheung Hui,Ing Yann Soon
Siu Cheung Hui,Bu-Sung Lee
Ing Yann Soon,Bu-Sung Lee
Ying-Dar Jason Lin,Ren-Hung Hwang
Tetsuo Kinoshita,Glenn Mansfield
Tetsuo Kinoshita,Norio Shiratori
Glenn Mansfield,Norio Shiratori
Min Young Chung,Dan Keun Sung
Tarek F. Abdelzaher,Klara Nahrstedt
Dipak Ghosal,Dilip Sarkar
Sam H. Noh,Sang Lyul Min
Seppo J. Ovaska,Athanasios V. Vasilakos
Amitava Mukherjee,Debashis Saha
Ilias Iliadis,Daniel Bauer
Chiheb Ben Ahmed,Noureddine Boudriga
Chiheb Ben Ahmed,Mohammad S. Obaidat
Noureddine Boudriga,Mohammad S. Obaidat
Sophia Tsakiridou,Luis Orozco-Barbosa
Chien-Chao Tseng,Ting-Lu Huang
Alexandros Biliris,Fred Douglis
Alexandros Biliris,Michael Rabinovich
Alexandros Biliris,Oliver Spatscheck
Fred Douglis,Michael Rabinovich
Fred Douglis,Oliver Spatscheck
Michael Rabinovich,Oliver Spatscheck
Torsten Braun,Heinrich J. Stüttgen
Sebastiano Trigila,Kimmo E. E. Raatikainen
Wei-Ying Ma,Bo Shen
Pi-Chung Wang,Chia-Tai Chan
Pi-Chung Wang,Yaw-Chung Chen
Chia-Tai Chan,Yaw-Chung Chen
Gurusamy Mohan,C. Siva Ram Murthy
Marwan Krunz,Spyros Tragoudas
Roy H. Campbell,Klara Nahrstedt
Masayuki Murata,Hideo Miyahara
Yuh-Shyan Chen,Tzung-Shi Chen
Claudio Casetti,Michela Meo
Maarten van Steen,Andrew S. Tanenbaum
Kuo-Liang Chung,Jung-Gen Wu
Yu-Wei Chen,Kuo-Liang Chung
Feng-Tse Lin,Jing-Shing Yao
Chung-Hsien Wu,Cheng-Wen Wu
Deng-Jyi Chen,Krishna M. Kavi
Ding-An Chiang,Wei Chen
Ding-An Chiang,Yi-Fan Wang
Wei Chen,Yi-Fan Wang
Hahn-Ming Lee,Jyh-Ming Chen
Yeh-Hao Chin,Wei-Pang Yang
Frank Yeong-Sung Lin,Ming-Bo Lin
Frank Yeong-Sung Lin,Deron Liang
Ming-Bo Lin,Deron Liang
Ching-Hung Wang,Tzung-Pei Hong
Ching-Hung Wang,Shian-Shyong Tseng
Tzung-Pei Hong,Shian-Shyong Tseng
Chun-Hung Kuo,Chang-Fuu Chen
Pei-Chi Wu,Feng-Jian Wang
Chin-Laung Lei,Wen-Shenq Juang
Timothy K. Shih,Ying-Hong Wang
Yuh-Min Tseng,Jinn-ke Jan
Jorng-Tzong Horng,Cheng-Yan Kao
Kuei-Ping Shih,Jang-Ping Sheu
Kuei-Ping Shih,Yu-Chee Tseng
Chin-Chen Chang 0001,Tung-Shou Chen
Chu-Song Chen,Yi-Ping Hung
Chu-Song Chen,Ja-Ling Wu
Yi-Ping Hung,Ja-Ling Wu
Hao-Ren Ke,Zen-Chung Shih
Pangfeng Liu,Jan-Jan Wu
Narn-Yih Lee,Tzonelih Hwang
William C. Chu,Yeh-Ching Chung
Jeng-Jung Wang,Ting-Yi Sung
Jeng-Jung Wang,Lih-Hsing Hsu
Ting-Yi Sung,Lih-Hsing Hsu
Feng-Jian Wang,William C. Chu
Zen-Chung Shih,Ruei-Chuan Chang
Tomás F. Pena,Francisco F. Rivera
Reihaneh Safavi-Naini,Huaxiong Wang
Hung-Min Sun,Chi-Sung Laih
Kuhu Pal,Nikhil R. Pal
Sushmita Mitra,Sankar K. Pal
D. L. Yu,J. B. Gomm
Gonzalo Pajares,Jesús Manuel de la Cruz
Mark A. Girolami,Andrzej Cichocki
Alfredo Vellido,Paulo J. G. Lisboa
Sushmita Mitra,Jayanta Basak
Yee Leung,Kwong-Sak Leung
Li Yan,Narasimhan Sundararajan
Li Yan,Paramasivan Saratchandran
Jinn-Moon Yang,Cheng-Yan Kao
David Gefen,Bay Arinze
C. Carl Pegels,G. Lawrence Sanders
Kenneth L. Kraemer,Jason L. Dedrick
Kathleen Mykytyn,Peter P. Mykytyn Jr.
Kathleen Mykytyn,Bijoy Bordoloi
Peter P. Mykytyn Jr.,Bijoy Bordoloi
Thomas Kern,Leslie P. Willcocks
Vivek Choudhury,Charles J. Kacmar
Paul B. Cragg,Malcolm King
Antonio di Nola,Vincenzo Loia
Philippe Fortemps,Roman Slowinski
Michel Grabisch,Jacques Duchêne
Armando Blanco,José L. Verdegay
Masahiro Inuiguchi,Tetsuzo Tanino
Chris Reade,Alan E. Middleditch
Chris Reade,Abel J. P. Gomes
Alan E. Middleditch,Abel J. P. Gomes
A. David Marshall,Ralph R. Martin
Giulio Casciola,Serena Morigi
Alexander A. Pasko,Tosiyasu L. Kunii
Johannes Wallner,Takis Sakkalis
Johannes Wallner,Takashi Maekawa
Johannes Wallner,Helmut Pottmann
Takis Sakkalis,Takashi Maekawa
Takis Sakkalis,Helmut Pottmann
Takashi Maekawa,Helmut Pottmann
Alberto Broggi,Alessandra Fascioli
Isao Horiba,Noboru Sugie
Aurelio Piazzi,Corrado Guarino Lo Bianco
Aurelio Piazzi,Massimo Bertozzi
Aurelio Piazzi,Alessandra Fascioli
Aurelio Piazzi,Alberto Broggi
Corrado Guarino Lo Bianco,Massimo Bertozzi
Corrado Guarino Lo Bianco,Alessandra Fascioli
Corrado Guarino Lo Bianco,Alberto Broggi
Massimo Bertozzi,Alessandra Fascioli
Massimo Bertozzi,Alberto Broggi
Minoru Okada,Shozo Komaki
Alberto Broggi,Petros A. Ioannou
Krzysztof Giaro,Marek Kubale
Krzysztof Giaro,Konrad Piwakowski
Marek Kubale,Konrad Piwakowski
Jukka Saarinen,Pauli Kuosmanen
Haitao Jiang,Ioannis P. Vlahavas
Haitao Jiang,Ahmed K. Elmagarmid
Haitao Jiang,Elias N. Houstis
Haitao Jiang,Walid G. Aref
Ioannis P. Vlahavas,Ahmed K. Elmagarmid
Ioannis P. Vlahavas,Elias N. Houstis
Ioannis P. Vlahavas,Walid G. Aref
Ahmed K. Elmagarmid,Elias N. Houstis
Ahmed K. Elmagarmid,Walid G. Aref
Elias N. Houstis,Walid G. Aref
Vera Goebel,Thomas Plagemann
Junehwa Song,Asit Dan
Junehwa Song,Dinkar Sitaram
Asit Dan,Dinkar Sitaram
Andrew P. Black,Jie Huang
Andrew P. Black,Jonathan Walpole
Andrew P. Black,Calton Pu
Jie Huang,Jonathan Walpole
Jie Huang,Calton Pu
Jonathan Walpole,Calton Pu
Prashant J. Shenoy,Pawan Goyal
Prashant J. Shenoy,Harrick M. Vin
Pawan Goyal,Harrick M. Vin
Lixin Gao,James F. Kurose
Lixin Gao,Donald F. Towsley
Stefano Ferrari,N. Alberto Borghese
Stefano Ferrari,Vincenzo Piuri
N. Alberto Borghese,Vincenzo Piuri
Ceri Evans,David Rees
Alessandra Flammini,Daniele Marioli
Alessandra Flammini,Andrea Taroni
Daniele Marioli,Andrea Taroni
George C. Giakos,Samir Chowdhury
Emil M. Petriu,Nicolas D. Georganas
Emil M. Petriu,Dorina C. Petriu
Nicolas D. Georganas,Dorina C. Petriu
Andrew Cruden,James R. McDonald
Samir Trabelsi,Andrzej W. Kraszewski
Samir Trabelsi,Stuart O. Nelson
Andrzej W. Kraszewski,Stuart O. Nelson
Matteo Bertocco,Alessandra Flammini
Matteo Bertocco,Daniele Marioli
Matteo Bertocco,Andrea Taroni
George C. Giakos,Srinivasan Vedantham
George C. Giakos,Sankararaman Suryanarayanan
Srinivasan Vedantham,Sankararaman Suryanarayanan
Srinivasan Vedantham,Samir Chowdhury
Sankararaman Suryanarayanan,Samir Chowdhury
Gurdip Singh Deep,Antonio Marcus Nogueira de Lima
Gurdip Singh Deep,Raimundo Carlos Silvério Freire
Antonio Marcus Nogueira de Lima,Raimundo Carlos Silvério Freire
Yasuhiro Nakamura,Masakazu Nakanishi
Héctor Laiz,Umberto Pogliano
Dusan Fefer,Anton Jeglic
Sunil R. Das,Emil M. Petriu
Sunil R. Das,Wen-Ben Jone
Sunil R. Das,Krishnendu Chakrabarty
Emil M. Petriu,Wen-Ben Jone
Emil M. Petriu,Krishnendu Chakrabarty
Wen-Ben Jone,Krishnendu Chakrabarty
Consolatina Liguori,Antonio Pietrosanto
Giovanni Betta,Consolatina Liguori
Giovanni Betta,Antonio Pietrosanto
Manfred Klonz,Héctor Laiz
Yves Rolain,Johan Schoukens
Leopoldo Angrisani,Pasquale Daponte
Leopoldo Angrisani,Massimo D'Apuzzo
Pasquale Daponte,Massimo D'Apuzzo
Lorenzo Peretto,Renato Sasdelli
Kaoru Hirota,Yasufumi Takama
Yves Rolain,Rik Pintelon
Jun Ye,John L. Hall
Stijn de Waele,Piet M. T. Broersen
Xiujun Li,Gerard C. M. Meijer
Gilles Mauris,Laurent Foulloy
Hans J. W. Spoelder,Henri E. Bal
Hans J. W. Spoelder,Frans C. A. Groen
